_time,EventCode,host,actor,logon_type,src_host,target_account,process,cmdline,object_name
2026-05-28 13:57:23,4624,SRV-POSMGT,v.harel,3,WKS-HQ-24,,,,
2026-05-28 13:58:53,4769,SRV-DC-01,e.shalom,,WKS-HQ-16,http_svc,,,HTTP/web-supplier.northgate.local
2026-05-28 14:00:19,4624,SRV-FILE-HQ,c.barak,3,WKS-HQ-27,,,,
2026-05-28 14:09:45,4769,SRV-DC-01,s.mor,,WKS-HQ-23,mssqlsvc_svc,,,MSSQLSvc/srv-cardproc.northgate.local:1433
2026-05-28 14:19:09,4624,SRV-FILE-HQ,b.naim,3,WKS-HQ-21,,,,
2026-05-28 14:19:11,5140,SRV-FILE-HQ,b.naim,3,WKS-HQ-21,,,,\\SRV-FILE-HQ\Logistics
2026-05-28 14:27:59,4769,SRV-DC-01,e.katz,,WKS-SEC-03,mssqlsvc_svc,,,MSSQLSvc/srv-cardproc.northgate.local:1433
2026-05-28 14:29:59,4624,SRV-DC-01,e.katz,3,WKS-SEC-03,,,,
2026-05-28 14:30:01,5140,SRV-DC-01,e.katz,3,WKS-SEC-03,,,,\\SRV-DC-01\IT
2026-05-28 14:33:42,4624,SRV-DC-01,h.peretz,3,WKS-IT-08,,,,
2026-05-28 14:33:44,5140,SRV-DC-01,h.peretz,3,WKS-IT-08,,,,\\SRV-DC-01\IT
2026-05-28 14:34:27,4624,SRV-FILE-HQ,u.regev,3,WKS-HQ-28,,,,
2026-05-28 14:59:47,4624,SRV-POSMGT,z.amar,3,WKS-HQ-25,,,,
2026-05-28 14:59:49,5140,SRV-POSMGT,z.amar,3,WKS-HQ-25,,,,\\SRV-POSMGT\Branches
2026-05-28 15:00:30,4624,SRV-FILE-HQ,a.dahan,3,WKS-HQ-17,,,,
2026-05-28 15:01:42,4624,SRV-FILE-HQ,h.peretz,3,WKS-IT-08,,,,
2026-05-28 15:07:28,4624,SRV-DC-01,d.levi,3,WKS-SEC-10,,,,
2026-05-28 15:21:23,4769,SRV-DC-01,r.stern,,WKS-PAY-02,mssqlsvc_svc,,,MSSQLSvc/srv-posmgt.northgate.local:1433
2026-05-28 15:27:56,4624,SRV-FILE-HQ,n.barzilai,3,WKS-HQ-04,,,,
2026-05-28 15:27:58,5140,SRV-FILE-HQ,n.barzilai,3,WKS-HQ-04,,,,\\SRV-FILE-HQ\Finance
2026-05-28 15:30:56,4624,SRV-FILE-HQ,n.barzilai,3,WKS-HQ-04,,,,
2026-05-28 15:31:57,4624,SRV-POSMGT,i.golan,3,WKS-HQ-22,,,,
2026-05-28 15:37:23,4769,SRV-DC-01,m.saban,,WKS-IT-09,cifs_svc,,,CIFS/srv-file-hq.northgate.local
2026-05-28 15:43:30,4624,SRV-FILE-HQ,a.dahan,3,WKS-HQ-17,,,,
2026-05-28 15:44:23,4769,SRV-DC-01,m.saban,,WKS-IT-09,mssqlsvc_svc,,,MSSQLSvc/srv-cardproc.northgate.local:1433
2026-05-28 15:50:44,4624,SRV-DC-01,f.zohar,3,WKS-IT-29,,,,
2026-05-28 16:07:11,4624,SRV-FILE-HQ,r.avni,3,WKS-HQ-14,,,,
2026-05-28 16:07:13,5140,SRV-FILE-HQ,r.avni,3,WKS-HQ-14,,,,\\SRV-FILE-HQ\Procurement
2026-05-28 16:07:44,4769,SRV-DC-01,a.mizrahi,,WKS-IT-01,cifs_svc,,,CIFS/srv-file-hq.northgate.local
2026-05-28 16:13:11,4769,SRV-DC-01,r.avni,,WKS-HQ-14,mssqlsvc_svc,,,MSSQLSvc/srv-posmgt.northgate.local:1433
2026-05-28 16:13:40,4634,WKS-HQ-22,i.golan,2,,,,,
2026-05-28 16:14:16,4688,WKS-HQ-06,g.shemesh,,,,excel.exe,excel.exe /dde,
2026-05-28 16:17:07,4624,SRV-FILE-HQ,o.raviv,3,WKS-HQ-07,,,,
2026-05-28 16:17:09,5140,SRV-FILE-HQ,o.raviv,3,WKS-HQ-07,,,,\\SRV-FILE-HQ\Finance
2026-05-28 16:17:23,4624,SRV-CARDPROC,r.stern,3,WKS-PAY-02,,,,
2026-05-28 16:17:33,4634,WKS-IT-01,a.mizrahi,2,,,,,
2026-05-28 16:36:22,4624,SRV-CARDPROC,t.hadar,3,WKS-PAY-12,,,,
2026-05-28 16:49:19,4769,SRV-DC-01,c.barak,,WKS-HQ-27,mssqlsvc_svc,,,MSSQLSvc/srv-posmgt.northgate.local:1433
2026-05-28 16:50:26,4634,WKS-SEC-10,d.levi,2,,,,,
2026-05-28 16:50:35,4634,WKS-HQ-19,y.segev,2,,,,,
2026-05-28 16:54:23,4634,WKS-HQ-23,s.mor,2,,,,,
2026-05-28 16:54:42,4634,WKS-HQ-25,z.amar,2,,,,,
2026-05-28 16:56:44,4624,SRV-DC-01,f.zohar,3,WKS-IT-29,,,,
2026-05-28 17:07:26,4769,SRV-DC-01,n.hazan,,WKS-HQ-15,mssqlsvc_svc,,,MSSQLSvc/srv-posmgt.northgate.local:1433
2026-05-28 17:10:14,4624,SRV-FILE-HQ,k.oz,3,WKS-HQ-20,,,,
2026-05-28 17:15:29,4634,WKS-IT-08,h.peretz,2,,,,,
2026-05-28 17:22:28,4634,WKS-PAY-12,t.hadar,2,,,,,
2026-05-28 17:26:46,4634,WKS-HQ-20,k.oz,2,,,,,
2026-05-28 17:35:16,4634,WKS-IT-09,m.saban,2,,,,,
2026-05-28 17:38:48,4634,WKS-HQ-28,u.regev,2,,,,,
2026-05-28 17:47:28,4634,WKS-HQ-26,p.stein,2,,,,,
2026-05-28 17:56:58,4634,WKS-HQ-21,b.naim,2,,,,,
2026-05-28 17:58:31,4634,WKS-PAY-02,r.stern,2,,,,,
2026-05-28 18:05:48,4634,WKS-HQ-05,y.oren,2,,,,,
2026-05-28 18:09:48,4634,WKS-HQ-04,n.barzilai,2,,,,,
2026-05-28 18:25:28,4634,WKS-HQ-24,v.harel,2,,,,,
2026-05-28 18:31:02,4634,WKS-HQ-14,r.avni,2,,,,,
2026-05-28 18:34:05,4634,WKS-HQ-15,n.hazan,2,,,,,
2026-05-28 18:37:46,4634,WKS-PAY-30,g.ben-ari,2,,,,,
2026-05-28 18:39:45,4634,WKS-SEC-03,e.katz,2,,,,,
2026-05-28 18:46:31,4634,WKS-HQ-06,g.shemesh,2,,,,,
2026-05-28 18:49:30,4634,WKS-IT-29,f.zohar,2,,,,,
2026-05-28 18:56:41,4634,WKS-HQ-07,o.raviv,2,,,,,
2026-05-28 19:03:08,4634,WKS-HQ-17,a.dahan,2,,,,,
2026-05-28 19:06:29,4634,WKS-HQ-16,e.shalom,2,,,,,
2026-05-28 19:19:13,4634,WKS-HQ-27,c.barak,2,,,,,
2026-05-29 06:40:16,4624,WKS-HQ-25,z.amar,2,WKS-HQ-25,,,,
2026-05-29 06:48:16,4624,SRV-FILE-HQ,z.amar,3,WKS-HQ-25,,,,
2026-05-29 08:32:16,4624,WKS-HQ-20,k.oz,2,WKS-HQ-20,,,,
2026-05-29 08:39:16,4769,SRV-DC-01,z.amar,,WKS-HQ-25,mssqlsvc_svc,,,MSSQLSvc/srv-posmgt.northgate.local:1433
2026-05-29 09:11:16,4624,SRV-FILE-HQ,k.oz,3,WKS-HQ-20,,,,
2026-05-29 16:03:15,4634,WKS-HQ-25,z.amar,2,,,,,
2026-05-29 16:44:16,4624,SRV-FILE-HQ,k.oz,3,WKS-HQ-20,,,,
2026-05-29 16:44:18,5140,SRV-FILE-HQ,k.oz,3,WKS-HQ-20,,,,\\SRV-FILE-HQ\Logistics
2026-05-29 17:38:58,4634,WKS-HQ-20,k.oz,2,,,,,
2026-05-30 08:18:26,4624,WKS-HQ-23,s.mor,2,WKS-HQ-23,,,,
2026-05-30 08:27:26,4769,SRV-DC-01,s.mor,,WKS-HQ-23,mssqlsvc_svc,,,MSSQLSvc/srv-posmgt.northgate.local:1433
2026-05-30 17:37:30,4634,WKS-HQ-23,s.mor,2,,,,,
2026-05-31 06:43:16,4624,WKS-HQ-25,z.amar,2,WKS-HQ-25,,,,
2026-05-31 07:44:06,4624,WKS-HQ-22,i.golan,2,WKS-HQ-22,,,,
2026-05-31 07:44:58,4624,WKS-HQ-23,s.mor,2,WKS-HQ-23,,,,
2026-05-31 07:50:18,4624,WKS-HQ-26,p.stein,2,WKS-HQ-26,,,,
2026-05-31 07:52:43,4624,WKS-HQ-19,y.segev,2,WKS-HQ-19,,,,
2026-05-31 07:57:08,4624,WKS-HQ-24,v.harel,2,WKS-HQ-24,,,,
2026-05-31 08:03:43,4624,WKS-HQ-20,k.oz,2,WKS-HQ-20,,,,
2026-05-31 08:07:06,4624,WKS-SEC-03,e.katz,2,WKS-SEC-03,,,,
2026-05-31 08:07:54,4624,WKS-IT-01,a.mizrahi,2,WKS-IT-01,,,,
2026-05-31 08:07:55,4672,WKS-IT-01,a.mizrahi,2,,,,,
2026-05-31 08:10:15,4624,WKS-PAY-11,s.arbel,2,WKS-PAY-11,,,,
2026-05-31 08:16:01,4624,WKS-PAY-02,r.stern,2,WKS-PAY-02,,,,
2026-05-31 08:16:08,4688,WKS-HQ-24,v.harel,,,,excel.exe,excel.exe /dde,
2026-05-31 08:19:54,4624,SRV-FILE-HQ,a.mizrahi,3,WKS-IT-01,,,,
2026-05-31 08:19:58,4624,WKS-HQ-05,y.oren,2,WKS-HQ-05,,,,
2026-05-31 08:22:17,4624,WKS-HQ-28,u.regev,2,WKS-HQ-28,,,,
2026-05-31 08:25:02,4624,WKS-PAY-30,g.ben-ari,2,WKS-PAY-30,,,,
2026-05-31 08:26:13,4624,WKS-SEC-10,d.levi,2,WKS-SEC-10,,,,
2026-05-31 08:34:05,4624,WKS-IT-29,f.zohar,2,WKS-IT-29,,,,
2026-05-31 08:37:08,4769,SRV-DC-01,v.harel,,WKS-HQ-24,http_svc,,,HTTP/web-supplier.northgate.local
2026-05-31 08:37:58,4624,WKS-IT-08,h.peretz,2,WKS-IT-08,,,,
2026-05-31 08:41:05,4624,WKS-HQ-21,b.naim,2,WKS-HQ-21,,,,
2026-05-31 08:41:33,4624,WKS-HQ-17,a.dahan,2,WKS-HQ-17,,,,
2026-05-31 08:41:44,4624,WKS-HQ-13,l.beit,2,WKS-HQ-13,,,,
2026-05-31 08:43:05,4769,SRV-DC-01,b.naim,,WKS-HQ-21,mssqlsvc_svc,,,MSSQLSvc/srv-cardproc.northgate.local:1433
2026-05-31 08:48:29,4624,WKS-HQ-15,n.hazan,2,WKS-HQ-15,,,,
2026-05-31 08:50:55,4624,WKS-HQ-07,o.raviv,2,WKS-HQ-07,,,,
2026-05-31 08:55:01,4769,SRV-DC-01,r.stern,,WKS-PAY-02,mssqlsvc_svc,,,MSSQLSvc/srv-posmgt.northgate.local:1433
2026-05-31 08:56:11,4624,WKS-PAY-12,t.hadar,2,WKS-PAY-12,,,,
2026-05-31 08:59:01,4624,SRV-CARDPROC,r.stern,3,WKS-PAY-02,,,,
2026-05-31 08:59:03,5140,SRV-CARDPROC,r.stern,3,WKS-PAY-02,,,,\\SRV-CARDPROC\Payments
2026-05-31 08:59:52,4624,WKS-HQ-14,r.avni,2,WKS-HQ-14,,,,
2026-05-31 09:01:13,4624,SRV-FILE-HQ,d.levi,3,WKS-SEC-10,,,,
2026-05-31 09:01:15,5140,SRV-FILE-HQ,d.levi,3,WKS-SEC-10,,,,\\SRV-FILE-HQ\IT
2026-05-31 09:03:46,4624,WKS-HQ-18,m.tal,2,WKS-HQ-18,,,,
2026-05-31 09:04:43,4624,SRV-FILE-HQ,y.segev,3,WKS-HQ-19,,,,
2026-05-31 09:06:02,4624,SRV-CARDPROC,g.ben-ari,3,WKS-PAY-30,,,,
2026-05-31 09:10:19,4624,WKS-IT-09,m.saban,2,WKS-IT-09,,,,
2026-05-31 09:13:44,4624,SRV-FILE-HQ,l.beit,3,WKS-HQ-13,,,,
2026-05-31 09:19:35,4624,WKS-HQ-04,n.barzilai,2,WKS-HQ-04,,,,
2026-05-31 09:20:44,4769,SRV-DC-01,l.beit,,WKS-HQ-13,mssqlsvc_svc,,,MSSQLSvc/srv-cardproc.northgate.local:1433
2026-05-31 09:26:58,4769,SRV-DC-01,y.oren,,WKS-HQ-05,cifs_svc,,,CIFS/srv-file-hq.northgate.local
2026-05-31 09:34:28,4624,WKS-HQ-06,g.shemesh,2,WKS-HQ-06,,,,
2026-05-31 09:36:28,4769,SRV-DC-01,g.shemesh,,WKS-HQ-06,mssqlsvc_svc,,,MSSQLSvc/srv-cardproc.northgate.local:1433
2026-05-31 09:45:11,4624,SRV-FILE-HQ,t.hadar,3,WKS-PAY-12,,,,
2026-05-31 09:45:13,5140,SRV-FILE-HQ,t.hadar,3,WKS-PAY-12,,,,\\SRV-FILE-HQ\Payments
2026-05-31 09:47:13,4624,SRV-DC-01,d.levi,3,WKS-SEC-10,,,,
2026-05-31 09:52:18,4769,SRV-DC-01,p.stein,,WKS-HQ-26,mssqlsvc_svc,,,MSSQLSvc/srv-cardproc.northgate.local:1433
2026-05-31 10:01:19,4624,SRV-DC-01,m.saban,3,WKS-IT-09,,,,
2026-05-31 10:03:17,4624,SRV-FILE-HQ,u.regev,3,WKS-HQ-28,,,,
2026-05-31 10:05:01,4769,SRV-DC-01,r.stern,,WKS-PAY-02,http_svc,,,HTTP/web-supplier.northgate.local
2026-05-31 10:05:19,4769,SRV-DC-01,m.saban,,WKS-IT-09,cifs_svc,,,CIFS/srv-file-hq.northgate.local
2026-05-31 10:08:06,4624,SRV-POSMGT,i.golan,3,WKS-HQ-22,,,,
2026-05-31 10:08:08,5140,SRV-POSMGT,i.golan,3,WKS-HQ-22,,,,\\SRV-POSMGT\Branches
2026-05-31 10:12:29,4624,SRV-FILE-HQ,n.hazan,3,WKS-HQ-15,,,,
2026-05-31 10:16:28,4624,SRV-FILE-HQ,g.shemesh,3,WKS-HQ-06,,,,
2026-05-31 10:16:58,4624,SRV-FILE-HQ,y.oren,3,WKS-HQ-05,,,,
2026-05-31 10:17:06,4624,SRV-DC-01,e.katz,3,WKS-SEC-03,,,,
2026-05-31 10:18:05,4769,SRV-DC-01,f.zohar,,WKS-IT-29,mssqlsvc_svc,,,MSSQLSvc/srv-posmgt.northgate.local:1433
2026-05-31 10:25:18,4624,SRV-FILE-HQ,p.stein,3,WKS-HQ-26,,,,
2026-05-31 10:30:28,4688,WKS-HQ-06,g.shemesh,,,,teams.exe,teams.exe --system-initiated,
2026-05-31 10:34:06,4624,SRV-DC-01,e.katz,3,WKS-SEC-03,,,,
2026-05-31 10:42:13,4769,SRV-DC-01,d.levi,,WKS-SEC-10,mssqlsvc_svc,,,MSSQLSvc/srv-cardproc.northgate.local:1433
2026-05-31 10:46:58,4624,SRV-POSMGT,s.mor,3,WKS-HQ-23,,,,
2026-05-31 10:47:33,4624,SRV-FILE-HQ,a.dahan,3,WKS-HQ-17,,,,
2026-05-31 10:57:29,4769,SRV-DC-01,n.hazan,,WKS-HQ-15,cifs_svc,,,CIFS/srv-file-hq.northgate.local
2026-05-31 10:57:33,4624,SRV-FILE-HQ,a.dahan,3,WKS-HQ-17,,,,
2026-05-31 11:04:05,4688,WKS-IT-29,f.zohar,,,,teams.exe,teams.exe --system-initiated,
2026-05-31 11:04:55,4624,SRV-FILE-HQ,o.raviv,3,WKS-HQ-07,,,,
2026-05-31 11:04:57,5140,SRV-FILE-HQ,o.raviv,3,WKS-HQ-07,,,,\\SRV-FILE-HQ\Finance
2026-05-31 11:05:06,4769,SRV-DC-01,e.katz,,WKS-SEC-03,cifs_svc,,,CIFS/srv-file-hq.northgate.local
2026-05-31 11:25:18,4624,SRV-FILE-HQ,p.stein,3,WKS-HQ-26,,,,
2026-05-31 11:30:58,4769,SRV-DC-01,h.peretz,,WKS-IT-08,http_svc,,,HTTP/web-supplier.northgate.local
2026-05-31 11:33:05,4688,WKS-HQ-21,b.naim,,,,excel.exe,excel.exe /dde,
2026-05-31 11:36:58,4624,SRV-FILE-HQ,y.oren,3,WKS-HQ-05,,,,
2026-05-31 11:39:43,4624,SRV-FILE-HQ,y.segev,3,WKS-HQ-19,,,,
2026-05-31 11:41:15,4688,WKS-PAY-11,s.arbel,,,,chrome.exe,chrome.exe --restore-last-session,
2026-05-31 11:50:08,4769,SRV-DC-01,v.harel,,WKS-HQ-24,mssqlsvc_svc,,,MSSQLSvc/srv-posmgt.northgate.local:1433
2026-05-31 11:53:29,4624,SRV-FILE-HQ,n.hazan,3,WKS-HQ-15,,,,
2026-05-31 12:06:35,4624,SRV-FILE-HQ,n.barzilai,3,WKS-HQ-04,,,,
2026-05-31 12:12:58,4769,SRV-DC-01,y.oren,,WKS-HQ-05,cifs_svc,,,CIFS/srv-file-hq.northgate.local
2026-05-31 12:13:15,4769,SRV-DC-01,s.arbel,,WKS-PAY-11,mssqlsvc_svc,,,MSSQLSvc/srv-cardproc.northgate.local:1433
2026-05-31 12:13:19,4769,SRV-DC-01,m.saban,,WKS-IT-09,cifs_svc,,,CIFS/srv-file-hq.northgate.local
2026-05-31 12:18:08,4769,SRV-DC-01,v.harel,,WKS-HQ-24,mssqlsvc_svc,,,MSSQLSvc/srv-posmgt.northgate.local:1433
2026-05-31 12:20:52,4624,SRV-FILE-HQ,r.avni,3,WKS-HQ-14,,,,
2026-05-31 12:28:13,4624,SRV-FILE-HQ,d.levi,3,WKS-SEC-10,,,,
2026-05-31 12:29:58,4624,SRV-FILE-HQ,h.peretz,3,WKS-IT-08,,,,
2026-05-31 12:30:00,5140,SRV-FILE-HQ,h.peretz,3,WKS-IT-08,,,,\\SRV-FILE-HQ\IT
2026-05-31 12:33:44,4624,SRV-FILE-HQ,l.beit,3,WKS-HQ-13,,,,
2026-05-31 12:38:11,4624,SRV-CARDPROC,t.hadar,3,WKS-PAY-12,,,,
2026-05-31 12:40:55,4769,SRV-DC-01,o.raviv,,WKS-HQ-07,http_svc,,,HTTP/web-supplier.northgate.local
2026-05-31 12:45:54,4624,SRV-FILE-HQ,a.mizrahi,3,WKS-IT-01,,,,
2026-05-31 12:48:01,4769,SRV-DC-01,r.stern,,WKS-PAY-02,http_svc,,,HTTP/web-supplier.northgate.local
2026-05-31 12:55:55,4624,SRV-FILE-HQ,o.raviv,3,WKS-HQ-07,,,,
2026-05-31 12:58:17,4769,SRV-DC-01,u.regev,,WKS-HQ-28,http_svc,,,HTTP/web-supplier.northgate.local
2026-05-31 12:58:58,4769,SRV-DC-01,h.peretz,,WKS-IT-08,http_svc,,,HTTP/web-supplier.northgate.local
2026-05-31 12:59:52,4624,SRV-FILE-HQ,r.avni,3,WKS-HQ-14,,,,
2026-05-31 13:00:46,4769,SRV-DC-01,m.tal,,WKS-HQ-18,http_svc,,,HTTP/web-supplier.northgate.local
2026-05-31 13:01:06,4769,SRV-DC-01,e.katz,,WKS-SEC-03,http_svc,,,HTTP/web-supplier.northgate.local
2026-05-31 13:04:08,4769,SRV-DC-01,v.harel,,WKS-HQ-24,mssqlsvc_svc,,,MSSQLSvc/srv-posmgt.northgate.local:1433
2026-05-31 13:07:35,4624,SRV-FILE-HQ,n.barzilai,3,WKS-HQ-04,,,,
2026-05-31 13:15:44,4769,SRV-DC-01,l.beit,,WKS-HQ-13,mssqlsvc_svc,,,MSSQLSvc/srv-cardproc.northgate.local:1433
2026-05-31 13:30:15,4624,SRV-FILE-HQ,s.arbel,3,WKS-PAY-11,,,,
2026-05-31 13:30:16,4624,SRV-POSMGT,z.amar,3,WKS-HQ-25,,,,
2026-05-31 13:32:33,4688,WKS-HQ-17,a.dahan,,,,excel.exe,excel.exe /dde,
2026-05-31 13:40:35,4624,SRV-FILE-HQ,n.barzilai,3,WKS-HQ-04,,,,
2026-05-31 13:50:52,4769,SRV-DC-01,r.avni,,WKS-HQ-14,mssqlsvc_svc,,,MSSQLSvc/srv-cardproc.northgate.local:1433
2026-05-31 14:03:08,4624,SRV-POSMGT,v.harel,3,WKS-HQ-24,,,,
2026-05-31 14:19:16,4624,SRV-FILE-HQ,z.amar,3,WKS-HQ-25,,,,
2026-05-31 14:36:43,4769,SRV-DC-01,y.segev,,WKS-HQ-19,mssqlsvc_svc,,,MSSQLSvc/srv-cardproc.northgate.local:1433
2026-05-31 14:37:17,4624,SRV-FILE-HQ,u.regev,3,WKS-HQ-28,,,,
2026-05-31 14:37:19,5140,SRV-FILE-HQ,u.regev,3,WKS-HQ-28,,,,\\SRV-FILE-HQ\Marketing
2026-05-31 14:37:58,4624,SRV-DC-01,h.peretz,3,WKS-IT-08,,,,
2026-05-31 14:38:00,5140,SRV-DC-01,h.peretz,3,WKS-IT-08,,,,\\SRV-DC-01\IT
2026-05-31 14:39:06,4769,SRV-DC-01,i.golan,,WKS-HQ-22,cifs_svc,,,CIFS/srv-file-hq.northgate.local
2026-05-31 14:45:19,4624,SRV-FILE-HQ,m.saban,3,WKS-IT-09,,,,
2026-05-31 14:45:21,5140,SRV-FILE-HQ,m.saban,3,WKS-IT-09,,,,\\SRV-FILE-HQ\IT
2026-05-31 14:50:19,4769,SRV-DC-01,m.saban,,WKS-IT-09,mssqlsvc_svc,,,MSSQLSvc/srv-posmgt.northgate.local:1433
2026-05-31 14:51:11,4769,SRV-DC-01,t.hadar,,WKS-PAY-12,cifs_svc,,,CIFS/srv-file-hq.northgate.local
2026-05-31 15:00:17,4769,SRV-DC-01,u.regev,,WKS-HQ-28,mssqlsvc_svc,,,MSSQLSvc/srv-posmgt.northgate.local:1433
2026-05-31 15:01:11,4688,WKS-PAY-12,t.hadar,,,,chrome.exe,chrome.exe --restore-last-session,
2026-05-31 15:01:43,4769,SRV-DC-01,k.oz,,WKS-HQ-20,mssqlsvc_svc,,,MSSQLSvc/srv-posmgt.northgate.local:1433
2026-05-31 15:05:58,4624,SRV-FILE-HQ,h.peretz,3,WKS-IT-08,,,,
2026-05-31 15:06:00,5140,SRV-FILE-HQ,h.peretz,3,WKS-IT-08,,,,\\SRV-FILE-HQ\IT
2026-05-31 15:17:13,4624,SRV-FILE-HQ,d.levi,3,WKS-SEC-10,,,,
2026-05-31 15:17:15,5140,SRV-FILE-HQ,d.levi,3,WKS-SEC-10,,,,\\SRV-FILE-HQ\IT
2026-05-31 15:25:44,4769,SRV-DC-01,l.beit,,WKS-HQ-13,mssqlsvc_svc,,,MSSQLSvc/srv-posmgt.northgate.local:1433
2026-05-31 15:30:06,4769,SRV-DC-01,i.golan,,WKS-HQ-22,mssqlsvc_svc,,,MSSQLSvc/srv-posmgt.northgate.local:1433
2026-05-31 15:31:13,4634,WKS-HQ-25,z.amar,2,,,,,
2026-05-31 15:34:13,4624,SRV-FILE-HQ,d.levi,3,WKS-SEC-10,,,,
2026-05-31 15:39:35,4769,SRV-DC-01,n.barzilai,,WKS-HQ-04,mssqlsvc_svc,,,MSSQLSvc/srv-cardproc.northgate.local:1433
2026-05-31 15:51:54,4624,SRV-FILE-HQ,a.mizrahi,3,WKS-IT-01,,,,
2026-05-31 16:02:05,4769,SRV-DC-01,b.naim,,WKS-HQ-21,cifs_svc,,,CIFS/srv-file-hq.northgate.local
2026-05-31 16:04:18,4624,SRV-FILE-HQ,p.stein,3,WKS-HQ-26,,,,
2026-05-31 16:04:20,5140,SRV-FILE-HQ,p.stein,3,WKS-HQ-26,,,,\\SRV-FILE-HQ\Branches
2026-05-31 16:10:35,4769,SRV-DC-01,n.barzilai,,WKS-HQ-04,mssqlsvc_svc,,,MSSQLSvc/srv-posmgt.northgate.local:1433
2026-05-31 16:11:04,4634,WKS-HQ-20,k.oz,2,,,,,
2026-05-31 16:11:05,4624,SRV-FILE-HQ,b.naim,3,WKS-HQ-21,,,,
2026-05-31 16:11:06,4769,SRV-DC-01,e.katz,,WKS-SEC-03,mssqlsvc_svc,,,MSSQLSvc/srv-posmgt.northgate.local:1433
2026-05-31 16:13:06,4624,SRV-POSMGT,i.golan,3,WKS-HQ-22,,,,
2026-05-31 16:13:17,4624,SRV-FILE-HQ,u.regev,3,WKS-HQ-28,,,,
2026-05-31 16:23:16,4634,WKS-HQ-22,i.golan,2,,,,,
2026-05-31 16:28:17,4634,WKS-HQ-28,u.regev,2,,,,,
2026-05-31 16:34:29,4769,SRV-DC-01,n.hazan,,WKS-HQ-15,http_svc,,,HTTP/web-supplier.northgate.local
2026-05-31 16:44:19,4634,WKS-HQ-19,y.segev,2,,,,,
2026-05-31 16:45:55,4634,WKS-IT-29,f.zohar,2,,,,,
2026-05-31 16:46:11,4624,SRV-CARDPROC,t.hadar,3,WKS-PAY-12,,,,
2026-05-31 16:49:02,4634,WKS-SEC-10,d.levi,2,,,,,
2026-05-31 16:50:16,4634,WKS-IT-08,h.peretz,2,,,,,
2026-05-31 16:59:44,4769,SRV-DC-01,l.beit,,WKS-HQ-13,cifs_svc,,,CIFS/srv-file-hq.northgate.local
2026-05-31 17:01:19,4624,SRV-FILE-HQ,m.saban,3,WKS-IT-09,,,,
2026-05-31 17:01:21,5140,SRV-FILE-HQ,m.saban,3,WKS-IT-09,,,,\\SRV-FILE-HQ\IT
2026-05-31 17:02:15,4634,WKS-HQ-23,s.mor,2,,,,,
2026-05-31 17:04:26,4634,WKS-PAY-30,g.ben-ari,2,,,,,
2026-05-31 17:07:46,4769,SRV-DC-01,m.tal,,WKS-HQ-18,mssqlsvc_svc,,,MSSQLSvc/srv-posmgt.northgate.local:1433
2026-05-31 17:10:05,4624,SRV-FILE-HQ,b.naim,3,WKS-HQ-21,,,,
2026-05-31 17:10:07,5140,SRV-FILE-HQ,b.naim,3,WKS-HQ-21,,,,\\SRV-FILE-HQ\Logistics
2026-05-31 17:16:22,4634,WKS-HQ-07,o.raviv,2,,,,,
2026-05-31 17:26:03,4634,WKS-HQ-26,p.stein,2,,,,,
2026-05-31 17:29:11,4624,SRV-CARDPROC,t.hadar,3,WKS-PAY-12,,,,
2026-05-31 17:38:51,4634,WKS-PAY-11,s.arbel,2,,,,,
2026-05-31 17:38:57,4634,WKS-HQ-17,a.dahan,2,,,,,
2026-05-31 17:45:24,4634,WKS-HQ-06,g.shemesh,2,,,,,
2026-05-31 17:45:38,4634,WKS-IT-01,a.mizrahi,2,,,,,
2026-05-31 17:56:39,4634,WKS-IT-09,m.saban,2,,,,,
2026-05-31 17:58:46,4634,WKS-PAY-02,r.stern,2,,,,,
2026-05-31 17:59:41,4634,WKS-HQ-24,v.harel,2,,,,,
2026-05-31 18:04:08,4634,WKS-PAY-12,t.hadar,2,,,,,
2026-05-31 18:05:37,4634,WKS-HQ-21,b.naim,2,,,,,
2026-05-31 18:08:08,4634,WKS-HQ-05,y.oren,2,,,,,
2026-05-31 18:08:53,4634,WKS-SEC-03,e.katz,2,,,,,
2026-05-31 18:09:07,4634,WKS-HQ-14,r.avni,2,,,,,
2026-05-31 18:22:39,4634,WKS-HQ-13,l.beit,2,,,,,
2026-05-31 18:54:08,4634,WKS-HQ-15,n.hazan,2,,,,,
2026-05-31 18:56:49,4634,WKS-HQ-18,m.tal,2,,,,,
2026-05-31 19:00:52,4634,WKS-HQ-04,n.barzilai,2,,,,,
2026-06-01 07:06:47,4624,WKS-HQ-25,z.amar,2,WKS-HQ-25,,,,
2026-06-01 07:36:46,4624,WKS-HQ-22,i.golan,2,WKS-HQ-22,,,,
2026-06-01 07:44:37,4624,WKS-HQ-26,p.stein,2,WKS-HQ-26,,,,
2026-06-01 08:01:46,4625,WKS-IT-29,f.zohar,2,WKS-IT-29,,,,
2026-06-01 08:04:14,4624,WKS-IT-29,f.zohar,2,WKS-IT-29,,,,
2026-06-01 08:06:44,4624,WKS-HQ-14,r.avni,2,WKS-HQ-14,,,,
2026-06-01 08:07:29,4624,WKS-HQ-24,v.harel,2,WKS-HQ-24,,,,
2026-06-01 08:10:55,4624,WKS-PAY-02,r.stern,2,WKS-PAY-02,,,,
