_time,user,src_ip,src_country,result,mfa,session_min
2026-07-26 15:26:20,a.mizrahi,77.132.113.114,IL,success,push,82
2026-07-26 15:45:10,s.arbel,77.135.176.3,IL,success,totp,44
2026-07-26 18:01:19,i.golan,77.124.220.34,IL,success,push,112
2026-07-26 19:00:07,h.peretz,77.127.165.81,IL,success,totp,111
2026-07-26 19:00:13,f.zohar,77.137.59.5,IL,success,totp,74
2026-07-26 19:40:39,n.hazan,77.125.48.251,IL,success,totp,69
2026-07-26 20:03:41,m.saban,77.121.22.152,IL,success,totp,52
2026-07-27 15:33:09,s.arbel,77.125.145.119,IL,success,push,120
2026-07-27 17:27:48,f.zohar,77.137.233.111,IL,success,totp,81
2026-07-27 17:30:51,h.peretz,77.130.254.211,IL,success,push,32
2026-07-27 17:52:48,i.golan,77.120.202.218,IL,success,totp,75
2026-07-27 18:21:30,n.hazan,77.137.78.83,IL,success,totp,37
2026-07-27 18:38:25,a.mizrahi,77.138.82.248,IL,success,totp,136
2026-07-27 20:07:08,m.saban,77.128.230.109,IL,failure,push,0
2026-07-27 20:10:08,m.saban,77.139.80.78,IL,success,push,75
2026-07-28 15:39:02,n.hazan,77.125.179.75,IL,success,totp,62
2026-07-28 16:33:55,i.golan,77.121.74.251,IL,success,totp,52
2026-07-28 16:43:20,m.saban,77.123.201.7,IL,success,push,116
2026-07-28 17:15:55,s.arbel,77.125.46.46,IL,success,push,84
2026-07-28 17:22:24,h.peretz,77.122.101.159,IL,success,push,149
2026-07-28 18:40:34,a.mizrahi,77.122.110.168,IL,success,totp,32
2026-07-28 19:53:11,f.zohar,77.123.82.3,IL,failure,push,0
2026-07-28 19:56:11,f.zohar,77.126.91.24,IL,success,push,158
2026-07-29 15:29:57,i.golan,77.137.186.49,IL,success,totp,104
2026-07-29 17:00:46,s.arbel,77.139.249.179,IL,success,totp,28
2026-07-29 17:07:42,n.hazan,77.132.142.27,IL,success,totp,156
2026-07-29 19:19:05,h.peretz,77.125.179.80,IL,success,push,29
2026-07-29 19:27:28,f.zohar,77.135.21.133,IL,success,push,36
2026-07-29 19:46:58,a.mizrahi,77.126.131.123,IL,success,push,31
2026-07-29 20:00:05,m.saban,77.132.163.136,IL,success,push,49
2026-07-30 15:27:44,n.hazan,77.129.196.67,IL,success,totp,54
2026-07-30 15:43:05,i.golan,77.128.241.245,IL,success,push,96
2026-07-30 16:03:22,m.saban,77.123.189.202,IL,success,totp,71
2026-07-30 16:08:53,h.peretz,77.121.220.34,IL,success,push,39
2026-07-30 16:42:57,f.zohar,77.128.196.45,IL,success,push,92
2026-07-30 18:03:37,s.arbel,77.135.121.175,IL,success,push,98
2026-07-30 19:07:27,a.mizrahi,77.125.249.172,IL,success,totp,143
2026-07-31 18:20:08,i.golan,77.135.61.109,IL,success,push,40
2026-07-31 19:00:31,m.saban,77.137.155.90,IL,failure,totp,0
2026-07-31 19:01:31,m.saban,77.122.154.57,IL,success,totp,70
2026-07-31 19:49:19,f.zohar,77.136.9.104,IL,success,push,120
2026-08-01 15:43:27,h.peretz,77.132.146.95,IL,success,totp,52
2026-08-01 17:20:49,f.zohar,77.130.117.17,IL,success,push,103
2026-08-01 19:34:37,n.hazan,77.120.233.128,IL,success,totp,151
2026-08-02 15:46:29,f.zohar,77.126.135.108,IL,success,push,49
2026-08-02 15:58:15,h.peretz,77.139.139.144,IL,success,push,34
2026-08-02 17:04:50,s.arbel,77.128.63.71,IL,success,totp,35
2026-08-02 17:16:01,m.saban,77.132.244.74,IL,success,totp,96
2026-08-02 17:17:02,n.hazan,77.127.214.187,IL,success,push,151
2026-08-02 19:13:31,i.golan,77.136.242.5,IL,success,push,154
2026-08-02 20:11:22,a.mizrahi,77.123.249.12,IL,success,push,133
2026-08-03 15:19:58,m.saban,77.120.229.71,IL,success,push,98
2026-08-03 17:13:03,f.zohar,77.126.164.244,IL,success,totp,67
2026-08-03 18:29:06,s.arbel,77.126.202.110,IL,success,push,48
2026-08-03 19:05:30,a.mizrahi,77.122.118.246,IL,success,push,139
2026-08-03 19:33:26,h.peretz,77.131.20.236,IL,success,totp,19
2026-08-03 19:37:12,n.hazan,77.124.252.70,IL,success,totp,31
2026-08-03 19:39:17,i.golan,77.135.22.220,IL,success,totp,156
2026-08-04 16:22:06,n.hazan,77.134.246.103,IL,success,totp,127
2026-08-04 18:22:46,a.mizrahi,77.131.182.125,IL,success,totp,149
2026-08-04 18:23:37,h.peretz,77.135.195.73,IL,success,push,99
2026-08-04 18:54:37,f.zohar,77.129.172.233,IL,success,totp,71
2026-08-04 19:26:30,i.golan,77.129.134.237,IL,success,totp,58
2026-08-04 19:38:42,m.saban,77.132.184.158,IL,success,push,153
2026-08-04 19:41:50,s.arbel,77.121.190.239,IL,success,push,80
2026-08-05 15:17:24,n.hazan,77.124.196.155,IL,success,push,18
2026-08-05 16:52:49,i.golan,77.124.117.106,IL,success,totp,152
2026-08-05 17:19:17,h.peretz,77.138.197.211,IL,failure,totp,0
2026-08-05 17:20:17,h.peretz,77.129.187.116,IL,success,push,134
2026-08-05 17:24:06,m.saban,77.134.88.37,IL,success,push,103
2026-08-05 18:15:08,f.zohar,77.125.239.74,IL,success,push,87
2026-08-05 19:24:08,a.mizrahi,77.135.28.150,IL,success,totp,135
2026-08-05 20:01:31,s.arbel,77.128.205.25,IL,success,totp,92
2026-08-06 16:14:08,f.zohar,77.129.11.131,IL,success,push,150
2026-08-06 16:15:30,a.mizrahi,77.131.129.86,IL,failure,totp,0
2026-08-06 16:18:30,a.mizrahi,77.138.193.127,IL,success,push,61
2026-08-06 16:34:22,m.saban,77.129.184.238,IL,success,push,136
2026-08-06 17:42:04,i.golan,77.127.237.89,IL,failure,push,0
2026-08-06 17:45:04,i.golan,77.130.176.215,IL,success,totp,47
2026-08-06 17:55:00,n.hazan,77.133.198.194,IL,success,totp,98
2026-08-06 18:04:50,h.peretz,77.126.116.215,IL,success,push,138
2026-08-06 18:37:23,s.arbel,77.139.147.224,IL,success,push,34
2026-08-08 15:52:13,m.saban,77.124.244.164,IL,success,push,45
2026-08-08 15:56:10,f.zohar,77.133.190.219,IL,success,totp,61
2026-08-08 16:02:06,s.arbel,77.129.156.10,IL,success,push,96
2026-08-08 16:16:11,a.mizrahi,77.130.138.200,IL,success,totp,43
2026-08-09 15:44:29,i.golan,77.135.132.179,IL,failure,totp,0
2026-08-09 15:48:29,i.golan,77.132.152.73,IL,success,push,82
2026-08-09 17:11:14,f.zohar,77.124.44.106,IL,success,totp,162
2026-08-09 17:58:17,a.mizrahi,77.127.126.110,IL,success,push,149
2026-08-09 18:00:23,n.hazan,77.129.120.220,IL,failure,push,0
2026-08-09 18:04:23,n.hazan,77.131.24.68,IL,success,totp,91
2026-08-09 18:41:17,m.saban,77.122.104.90,IL,success,totp,68
2026-08-09 19:28:25,h.peretz,77.128.58.108,IL,success,totp,132
2026-08-09 19:35:36,s.arbel,77.130.142.71,IL,success,push,22
2026-08-10 16:10:02,s.arbel,77.123.62.225,IL,success,totp,142
2026-08-10 16:40:49,f.zohar,77.134.239.169,IL,success,totp,99
2026-08-10 17:24:44,h.peretz,77.125.212.205,IL,success,push,136
2026-08-10 17:28:38,m.saban,77.128.104.54,IL,success,push,60
2026-08-10 17:30:29,n.hazan,77.124.158.208,IL,success,push,118
2026-08-10 17:43:23,a.mizrahi,77.135.73.186,IL,success,push,143
2026-08-10 19:21:21,i.golan,77.127.49.141,IL,failure,push,0
2026-08-10 19:22:21,i.golan,77.139.175.47,IL,success,push,99
2026-08-11 15:36:30,n.hazan,77.121.50.221,IL,success,push,153
2026-08-11 16:02:35,a.mizrahi,77.122.230.63,IL,success,totp,128
2026-08-11 16:15:22,m.saban,77.138.234.148,IL,success,push,96
2026-08-11 17:36:01,f.zohar,77.124.132.88,IL,success,totp,144
2026-08-11 18:18:11,s.arbel,77.134.182.132,IL,success,totp,100
2026-08-11 19:39:04,i.golan,77.132.255.197,IL,success,totp,154
2026-08-11 19:59:02,h.peretz,77.132.229.54,IL,success,push,31
2026-08-12 16:08:17,f.zohar,77.131.232.179,IL,success,push,112
2026-08-12 17:25:48,a.mizrahi,77.135.250.245,IL,success,push,56
2026-08-12 17:34:15,m.saban,77.130.170.57,IL,success,push,67
2026-08-12 17:51:22,s.arbel,77.122.98.14,IL,failure,totp,0
2026-08-12 17:54:22,s.arbel,77.126.204.39,IL,success,totp,163
2026-08-12 18:26:15,i.golan,77.126.196.44,IL,success,push,47
2026-08-12 19:09:21,n.hazan,77.136.152.146,IL,failure,totp,0
2026-08-12 19:10:21,n.hazan,77.120.0.68,IL,success,push,93
2026-08-12 19:49:36,h.peretz,77.137.99.83,IL,success,totp,40
2026-08-13 15:48:47,a.mizrahi,77.121.156.185,IL,success,push,99
2026-08-13 16:20:19,s.arbel,77.133.66.132,IL,success,totp,33
2026-08-13 16:26:02,i.golan,77.123.131.11,IL,success,push,107
2026-08-13 16:26:11,f.zohar,77.136.8.206,IL,success,push,145
2026-08-13 17:53:49,h.peretz,77.137.255.131,IL,success,push,103
2026-08-13 18:28:27,m.saban,77.127.67.69,IL,success,push,54
2026-08-13 18:44:27,n.hazan,77.138.144.242,IL,success,push,116
2026-08-14 15:52:54,a.mizrahi,77.122.138.71,IL,success,totp,142
2026-08-14 17:19:30,h.peretz,77.122.134.9,IL,success,totp,64
2026-08-14 18:35:20,f.zohar,77.128.59.125,IL,success,push,133
2026-08-14 19:04:41,m.saban,77.136.158.122,IL,success,push,128
2026-08-15 15:26:24,a.mizrahi,77.136.121.244,IL,success,push,77
2026-08-16 15:34:49,n.hazan,77.129.75.123,IL,success,totp,30
2026-08-16 15:57:17,h.peretz,77.134.156.169,IL,success,totp,155
2026-08-16 16:29:22,i.golan,77.129.247.222,IL,success,totp,140
2026-08-16 16:54:24,m.saban,77.135.39.107,IL,success,totp,118
2026-08-16 18:33:26,s.arbel,77.129.121.76,IL,success,totp,128
2026-08-16 19:09:28,a.mizrahi,77.132.165.73,IL,success,totp,60
2026-08-16 19:30:39,f.zohar,77.124.211.103,IL,success,totp,26
2026-08-17 15:54:31,i.golan,77.139.138.62,IL,success,totp,110
2026-08-17 16:39:03,m.saban,77.124.181.201,IL,success,push,87
2026-08-17 17:42:16,h.peretz,77.138.75.125,IL,success,push,132
2026-08-17 19:12:02,n.hazan,77.122.237.243,IL,success,push,75
2026-08-17 19:29:52,s.arbel,77.133.181.15,IL,success,push,142
2026-08-17 19:51:35,a.mizrahi,77.138.210.47,IL,success,totp,153
2026-08-17 19:57:20,f.zohar,77.124.30.113,IL,success,totp,18
2026-08-18 15:23:34,a.mizrahi,77.129.161.214,IL,success,totp,80
2026-08-18 15:54:09,f.zohar,77.137.129.254,IL,success,push,31
2026-08-18 16:06:51,h.peretz,77.136.55.73,IL,success,push,95
2026-08-18 18:06:26,m.saban,77.121.10.84,IL,success,push,52
2026-08-18 19:16:23,s.arbel,77.127.165.148,IL,success,push,69
2026-08-18 19:26:33,i.golan,77.124.7.8,IL,success,totp,100
2026-08-18 19:38:42,n.hazan,77.125.214.181,IL,success,push,151
2026-08-19 15:37:05,s.arbel,77.128.211.186,IL,success,totp,106
2026-08-19 16:33:46,m.saban,77.128.166.95,IL,success,totp,29
2026-08-19 17:34:12,h.peretz,77.127.42.37,IL,success,push,89
2026-08-19 19:21:11,i.golan,77.137.100.185,IL,success,totp,29
2026-08-19 19:34:40,f.zohar,77.124.77.79,IL,success,push,58
2026-08-19 19:57:02,a.mizrahi,77.138.249.88,IL,success,push,21
2026-08-19 20:08:48,n.hazan,77.132.187.144,IL,success,totp,127
