_time,src_host,dest_host,user_agent,method,bytes_out,verdict
2026-06-04 08:48:26,WKS-HQ-22,cdn.jsdelivr.net,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,3145,allowed
2026-06-04 08:53:55,WKS-HQ-05,updates.microsoft.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,GET,605,allowed
2026-06-04 08:56:35,WKS-HQ-18,portal.mas.gov.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,24543,allowed
2026-06-04 09:03:26,WKS-HQ-07,sap-cloud.example-erp.net,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,GET,9642,allowed
2026-06-04 09:19:23,WKS-IT-09,updates.microsoft.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,GET,1056,allowed
2026-06-04 09:44:31,WKS-SEC-10,sap-cloud.example-erp.net,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,27769,allowed
2026-06-04 09:45:43,WKS-HQ-21,cdn.jsdelivr.net,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,GET,9391,allowed
2026-06-04 09:48:24,WKS-SEC-03,supplier-cdn.northgate.co.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,6487,allowed
2026-06-04 09:57:05,WKS-PAY-11,portal.mas.gov.il,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,GET,400,allowed
2026-06-04 10:03:13,WKS-IT-01,sap-cloud.example-erp.net,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,POST,1859,allowed
2026-06-04 10:08:41,WKS-HQ-24,api.shufersal-partners.co.il,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,GET,1892,allowed
2026-06-04 10:34:17,WKS-HQ-27,cdn.jsdelivr.net,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,CONNECT,11809,allowed
2026-06-04 10:35:50,WKS-HQ-27,supplier-cdn.northgate.co.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,GET,3512,allowed
2026-06-04 10:49:24,WKS-PAY-30,sap-cloud.example-erp.net,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,CONNECT,1865,allowed
2026-06-04 10:50:03,WKS-HQ-15,sap-cloud.example-erp.net,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,POST,400,allowed
2026-06-04 10:53:16,WKS-HQ-21,sap-cloud.example-erp.net,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,51988,allowed
2026-06-04 10:55:32,WKS-HQ-27,api.shufersal-partners.co.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,GET,460,allowed
2026-06-04 11:03:59,WKS-PAY-12,supplier-cdn.northgate.co.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,GET,572,allowed
2026-06-04 11:10:05,WKS-HQ-21,cdn.jsdelivr.net,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,GET,11273,allowed
2026-06-04 11:21:58,WKS-HQ-13,sap-cloud.example-erp.net,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,16098,allowed
2026-06-04 11:32:18,WKS-IT-09,portal.mas.gov.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,5207,allowed
2026-06-04 11:41:13,WKS-HQ-05,outlook.office365.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,POST,3456,allowed
2026-06-04 11:45:53,WKS-SEC-03,sap-cloud.example-erp.net,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,CONNECT,15796,allowed
2026-06-04 11:47:09,WKS-HQ-27,sap-cloud.example-erp.net,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,POST,4664,allowed
2026-06-04 11:50:44,WKS-PAY-02,supplier-cdn.northgate.co.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,GET,7055,allowed
2026-06-04 12:00:32,WKS-IT-09,api.shufersal-partners.co.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,9045,allowed
2026-06-04 12:10:53,WKS-HQ-23,api.shufersal-partners.co.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,POST,12491,allowed
2026-06-04 12:17:05,WKS-HQ-15,updates.microsoft.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,GET,400,blocked
2026-06-04 12:24:22,WKS-IT-09,api.shufersal-partners.co.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,GET,37713,allowed
2026-06-04 12:25:02,WKS-HQ-14,portal.mas.gov.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,11835,allowed
2026-06-04 12:29:25,WKS-IT-01,cdn.jsdelivr.net,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,GET,40820,allowed
2026-06-04 12:34:19,WKS-PAY-12,api.shufersal-partners.co.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,GET,3603,allowed
2026-06-04 12:34:29,WKS-HQ-18,api.shufersal-partners.co.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,34866,allowed
2026-06-04 12:35:48,WKS-IT-09,portal.mas.gov.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,POST,8473,allowed
2026-06-04 12:42:05,WKS-IT-09,cdn.jsdelivr.net,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,GET,10023,allowed
2026-06-04 12:49:23,WKS-HQ-17,sap-cloud.example-erp.net,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,545547,allowed
2026-06-04 12:58:27,WKS-HQ-14,portal.mas.gov.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,CONNECT,12710,allowed
2026-06-04 13:01:59,WKS-HQ-13,updates.microsoft.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,GET,26079,allowed
2026-06-04 13:15:03,WKS-HQ-07,api.shufersal-partners.co.il,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,CONNECT,7631,allowed
2026-06-04 13:29:18,WKS-PAY-12,updates.microsoft.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,2248,allowed
2026-06-04 13:53:00,WKS-HQ-15,updates.microsoft.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,11071,allowed
2026-06-05 06:33:10,WKS-PAY-30,portal.mas.gov.il,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,GET,29284,allowed
2026-06-05 06:59:20,WKS-IT-29,api.shufersal-partners.co.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,9076,allowed
2026-06-05 08:02:06,WKS-PAY-30,portal.mas.gov.il,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,POST,61579,allowed
2026-06-05 11:35:08,WKS-IT-29,portal.mas.gov.il,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,GET,2479,allowed
2026-06-06 08:46:08,WKS-IT-29,supplier-cdn.northgate.co.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,GET,16293,allowed
2026-06-06 10:28:24,WKS-IT-29,outlook.office365.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,2564,allowed
2026-06-07 04:47:27,WKS-HQ-23,portal.mas.gov.il,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,GET,26779,allowed
2026-06-07 05:55:52,WKS-HQ-22,updates.microsoft.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,125808,allowed
2026-06-07 05:58:39,WKS-HQ-21,portal.mas.gov.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,CONNECT,8251,allowed
2026-06-07 06:07:04,WKS-HQ-25,supplier-cdn.northgate.co.il,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,GET,3392,allowed
2026-06-07 06:10:12,WKS-HQ-13,cdn.jsdelivr.net,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,POST,15666,allowed
2026-06-07 06:24:10,WKS-PAY-12,api.shufersal-partners.co.il,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,GET,9620,allowed
2026-06-07 06:29:18,WKS-HQ-13,cdn.jsdelivr.net,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,GET,107260,allowed
2026-06-07 06:49:17,WKS-HQ-19,supplier-cdn.northgate.co.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,CONNECT,400,allowed
2026-06-07 06:59:40,WKS-HQ-26,api.shufersal-partners.co.il,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,GET,49913,allowed
2026-06-07 07:02:14,WKS-HQ-19,updates.microsoft.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,POST,13971,allowed
2026-06-07 07:14:49,WKS-HQ-27,supplier-cdn.northgate.co.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,CONNECT,426,allowed
2026-06-07 07:21:46,WKS-PAY-12,portal.mas.gov.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,91534,allowed
2026-06-07 07:26:53,WKS-SEC-10,updates.microsoft.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,GET,5811,allowed
2026-06-07 07:38:22,WKS-HQ-19,sap-cloud.example-erp.net,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,GET,726,allowed
2026-06-07 07:46:27,WKS-HQ-19,updates.microsoft.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,GET,7481,allowed
2026-06-07 07:57:00,WKS-SEC-03,supplier-cdn.northgate.co.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,GET,5543,allowed
2026-06-07 08:11:00,WKS-HQ-22,sap-cloud.example-erp.net,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,POST,51639,allowed
2026-06-07 08:19:37,WKS-HQ-19,supplier-cdn.northgate.co.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,18994,allowed
2026-06-07 08:20:16,WKS-PAY-11,outlook.office365.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,GET,7877,allowed
2026-06-07 08:22:57,WKS-IT-08,api.shufersal-partners.co.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,216800,blocked
2026-06-07 08:23:45,WKS-HQ-26,updates.microsoft.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,3745,allowed
2026-06-07 08:29:27,WKS-HQ-21,supplier-cdn.northgate.co.il,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,POST,86139,allowed
2026-06-07 08:42:28,WKS-IT-08,sap-cloud.example-erp.net,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,CONNECT,27903,allowed
2026-06-07 08:51:31,WKS-HQ-15,updates.microsoft.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,474,allowed
2026-06-07 09:01:43,WKS-HQ-20,outlook.office365.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,CONNECT,51048,allowed
2026-06-07 09:10:44,WKS-HQ-24,portal.mas.gov.il,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,GET,10421,allowed
2026-06-07 09:12:29,WKS-IT-09,portal.mas.gov.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,GET,7294,allowed
2026-06-07 09:14:12,WKS-SEC-03,supplier-cdn.northgate.co.il,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,GET,2389,allowed
2026-06-07 09:16:34,WKS-HQ-19,supplier-cdn.northgate.co.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,GET,656,allowed
2026-06-07 09:29:36,WKS-HQ-26,outlook.office365.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,CONNECT,59392,allowed
2026-06-07 09:30:32,WKS-HQ-24,cdn.jsdelivr.net,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,9555,allowed
2026-06-07 09:36:08,WKS-HQ-25,supplier-cdn.northgate.co.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,CONNECT,400,allowed
2026-06-07 09:36:55,WKS-HQ-19,updates.microsoft.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,GET,557,allowed
2026-06-07 09:38:02,WKS-HQ-06,portal.mas.gov.il,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,CONNECT,75113,allowed
2026-06-07 09:46:37,WKS-HQ-16,portal.mas.gov.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,138284,allowed
2026-06-07 09:51:19,WKS-PAY-11,api.shufersal-partners.co.il,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,GET,118405,allowed
2026-06-07 09:54:20,WKS-HQ-21,api.shufersal-partners.co.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,CONNECT,7305,allowed
2026-06-07 10:01:21,WKS-IT-01,cdn.jsdelivr.net,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,GET,23875,blocked
2026-06-07 10:02:00,WKS-HQ-15,supplier-cdn.northgate.co.il,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,GET,27349,blocked
2026-06-07 10:04:32,WKS-HQ-18,cdn.jsdelivr.net,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,17248,allowed
2026-06-07 10:25:23,WKS-SEC-03,sap-cloud.example-erp.net,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,POST,9647,allowed
2026-06-07 10:25:29,WKS-HQ-13,sap-cloud.example-erp.net,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,19853,allowed
2026-06-07 10:50:28,WKS-SEC-10,supplier-cdn.northgate.co.il,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,GET,2972,allowed
2026-06-07 10:51:28,WKS-HQ-07,outlook.office365.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,378695,blocked
2026-06-07 10:52:15,WKS-HQ-13,outlook.office365.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,GET,400,allowed
2026-06-07 10:57:12,WKS-PAY-11,cdn.jsdelivr.net,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,GET,12275,allowed
2026-06-07 11:07:54,WKS-HQ-14,outlook.office365.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,GET,46294,allowed
2026-06-07 11:09:54,WKS-HQ-13,outlook.office365.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,48398,allowed
2026-06-07 11:15:04,WKS-SEC-03,cdn.jsdelivr.net,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,31228,allowed
2026-06-07 11:15:22,WKS-HQ-24,updates.microsoft.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,GET,6023,allowed
2026-06-07 11:33:01,WKS-HQ-28,sap-cloud.example-erp.net,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,1821,allowed
2026-06-07 11:35:57,WKS-IT-09,outlook.office365.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,GET,3558,allowed
2026-06-07 11:49:07,WKS-PAY-30,cdn.jsdelivr.net,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,GET,7886,allowed
2026-06-07 11:49:56,WKS-HQ-13,portal.mas.gov.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,2994,allowed
2026-06-07 11:58:00,WKS-HQ-18,updates.microsoft.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,24284,allowed
2026-06-07 12:12:10,WKS-HQ-15,supplier-cdn.northgate.co.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,7231,allowed
2026-06-07 12:13:08,WKS-HQ-24,sap-cloud.example-erp.net,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,GET,30662,allowed
2026-06-07 12:49:39,WKS-HQ-04,portal.mas.gov.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,POST,8629,allowed
2026-06-07 12:51:46,WKS-HQ-28,sap-cloud.example-erp.net,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,CONNECT,5702,allowed
2026-06-07 12:55:48,WKS-PAY-02,portal.mas.gov.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,9456,allowed
2026-06-07 12:59:06,WKS-IT-01,api.shufersal-partners.co.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,1412,allowed
2026-06-07 13:02:35,WKS-IT-09,supplier-cdn.northgate.co.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,GET,477113,allowed
2026-06-07 13:07:07,WKS-HQ-21,updates.microsoft.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,GET,30011,allowed
2026-06-07 13:19:20,WKS-HQ-28,api.shufersal-partners.co.il,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,GET,76412,allowed
2026-06-07 13:31:19,WKS-PAY-12,api.shufersal-partners.co.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,POST,66218,allowed
2026-06-07 13:32:53,WKS-SEC-10,portal.mas.gov.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,CONNECT,6211,allowed
2026-06-07 13:32:56,WKS-HQ-04,sap-cloud.example-erp.net,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,GET,16944,allowed
2026-06-07 13:37:04,WKS-HQ-13,cdn.jsdelivr.net,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,GET,3622,allowed
2026-06-08 05:13:58,WKS-PAY-30,cdn.jsdelivr.net,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,GET,14812,allowed
2026-06-08 05:26:15,WKS-PAY-11,supplier-cdn.northgate.co.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,1889,allowed
2026-06-08 05:41:14,WKS-PAY-30,portal.mas.gov.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,CONNECT,16853,allowed
2026-06-08 05:45:59,WKS-PAY-02,sap-cloud.example-erp.net,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,CONNECT,1102,allowed
2026-06-08 05:47:02,WKS-HQ-13,updates.microsoft.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,GET,86837,allowed
2026-06-08 06:05:33,WKS-HQ-13,api.shufersal-partners.co.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,GET,2126,allowed
2026-06-08 06:14:01,WKS-HQ-04,portal.mas.gov.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,13274,allowed
2026-06-08 06:21:07,WKS-IT-09,updates.microsoft.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,GET,2287,allowed
2026-06-08 06:30:20,WKS-HQ-19,supplier-cdn.northgate.co.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,GET,3327,allowed
2026-06-08 06:33:31,WKS-HQ-22,portal.mas.gov.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,GET,1403,allowed
2026-06-08 06:36:06,WKS-HQ-06,cdn.jsdelivr.net,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,GET,1090,allowed
2026-06-08 06:43:10,WKS-HQ-27,api.shufersal-partners.co.il,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,GET,3767,allowed
2026-06-08 06:45:08,WKS-HQ-17,sap-cloud.example-erp.net,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,GET,4486,allowed
2026-06-08 06:49:44,WKS-HQ-27,updates.microsoft.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,POST,8708,allowed
2026-06-08 06:54:33,WKS-PAY-02,updates.microsoft.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,2513,allowed
2026-06-08 07:06:54,WKS-PAY-30,sap-cloud.example-erp.net,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,GET,63592,allowed
2026-06-08 07:12:09,WKS-HQ-22,updates.microsoft.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,262686,allowed
2026-06-08 07:20:07,WKS-HQ-19,updates.microsoft.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,CONNECT,4397,allowed
2026-06-08 07:38:44,WKS-IT-01,updates.microsoft.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,GET,9974,allowed
2026-06-08 07:44:15,WKS-HQ-20,sap-cloud.example-erp.net,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,7798,allowed
2026-06-08 07:53:39,WKS-HQ-27,supplier-cdn.northgate.co.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,GET,3704,allowed
2026-06-08 07:54:38,WKS-HQ-20,sap-cloud.example-erp.net,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,CONNECT,37165,allowed
2026-06-08 08:18:47,WKS-HQ-13,api.shufersal-partners.co.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,44694,allowed
2026-06-08 08:20:01,WKS-HQ-26,api.shufersal-partners.co.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,4879,allowed
2026-06-08 08:26:53,WKS-IT-08,api.shufersal-partners.co.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,8260,allowed
2026-06-08 08:30:56,WKS-HQ-16,api.shufersal-partners.co.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,CONNECT,20726,allowed
2026-06-08 08:31:58,WKS-HQ-17,supplier-cdn.northgate.co.il,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,GET,2407,allowed
2026-06-08 08:38:23,WKS-HQ-13,cdn.jsdelivr.net,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,5619,allowed
2026-06-08 08:42:06,WKS-HQ-07,outlook.office365.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,GET,8665,allowed
2026-06-08 08:46:48,WKS-SEC-10,outlook.office365.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,POST,565,allowed
2026-06-08 08:52:08,WKS-HQ-16,portal.mas.gov.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,GET,18142,allowed
2026-06-08 08:57:02,WKS-HQ-15,sap-cloud.example-erp.net,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,11326,allowed
2026-06-08 09:00:22,WKS-HQ-27,outlook.office365.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,GET,41761,allowed
2026-06-08 09:06:21,WKS-HQ-17,supplier-cdn.northgate.co.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,18866,allowed
2026-06-08 09:16:09,WKS-HQ-20,outlook.office365.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,3623,allowed
2026-06-08 09:21:29,WKS-PAY-30,sap-cloud.example-erp.net,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,GET,2465,allowed
2026-06-08 09:28:06,WKS-PAY-12,api.shufersal-partners.co.il,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,GET,35757,allowed
2026-06-08 09:28:47,WKS-HQ-27,supplier-cdn.northgate.co.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,POST,2910,allowed
2026-06-08 09:33:10,WKS-SEC-10,supplier-cdn.northgate.co.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,POST,56852,allowed
2026-06-08 09:49:45,WKS-PAY-11,api.shufersal-partners.co.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,POST,45252,allowed
2026-06-08 10:06:33,WKS-HQ-17,supplier-cdn.northgate.co.il,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,GET,4523,allowed
2026-06-08 10:13:48,WKS-HQ-06,portal.mas.gov.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,POST,35870,allowed
2026-06-08 10:14:23,WKS-PAY-11,portal.mas.gov.il,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,9555,allowed
2026-06-08 10:16:40,WKS-SEC-03,sap-cloud.example-erp.net,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,6765,allowed
2026-06-08 10:20:24,WKS-HQ-15,outlook.office365.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,931,allowed
2026-06-08 10:31:54,WKS-HQ-13,supplier-cdn.northgate.co.il,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,GET,861,allowed
2026-06-08 10:32:15,WKS-PAY-30,sap-cloud.example-erp.net,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/126.0,GET,5913,allowed
2026-06-08 10:36:27,WKS-HQ-05,outlook.office365.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,GET,1222,allowed
2026-06-08 10:42:01,WKS-HQ-07,updates.microsoft.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0,GET,3363,allowed
2026-06-08 10:55:04,WKS-HQ-14,supplier-cdn.northgate.co.il,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,GET,2865,allowed
2026-06-08 10:58:51,WKS-HQ-24,sap-cloud.example-erp.net,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,POST,20371,allowed
2026-06-08 11:07:24,WKS-HQ-28,updates.microsoft.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,POST,7012,allowed
2026-06-08 11:08:39,WKS-SEC-03,updates.microsoft.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5) Safari/17.5,GET,7847,allowed
