_time,actor,object_path,action,bytes_out,src_host,server
2026-06-14 02:26:33,svc_pricefeed,\\POS-B33-01\prices\price-2026-06-14-7.dat,write,46300,SRV-POSMGT,POS-B33-01
2026-06-14 02:27:38,svc_pricefeed,\\POS-B37-01\prices\price-2026-06-14-0.dat,write,40000,SRV-POSMGT,POS-B37-01
2026-06-14 02:27:40,svc_pricefeed,\\POS-B36-01\prices\price-2026-06-14-2.dat,write,41800,SRV-POSMGT,POS-B36-01
2026-06-14 02:27:42,svc_pricefeed,\\POS-B35-01\prices\price-2026-06-14-4.dat,write,43600,SRV-POSMGT,POS-B35-01
2026-06-14 02:27:44,svc_pricefeed,\\POS-B34-01\prices\price-2026-06-14-6.dat,write,45400,SRV-POSMGT,POS-B34-01
2026-06-14 02:28:50,svc_pricefeed,\\POS-B37-01\prices\price-2026-06-14-1.dat,write,40900,SRV-POSMGT,POS-B37-01
2026-06-14 02:28:52,svc_pricefeed,\\POS-B36-01\prices\price-2026-06-14-3.dat,write,42700,SRV-POSMGT,POS-B36-01
2026-06-14 02:28:54,svc_pricefeed,\\POS-B35-01\prices\price-2026-06-14-5.dat,write,44500,SRV-POSMGT,POS-B35-01
2026-06-14 02:28:56,svc_pricefeed,\\POS-B34-01\prices\price-2026-06-14-7.dat,write,46300,SRV-POSMGT,POS-B34-01
2026-06-14 02:30:00,svc_pricefeed,\\POS-B38-01\prices\price-2026-06-14-0.dat,write,40000,SRV-POSMGT,POS-B38-01
2026-06-14 02:30:02,svc_pricefeed,\\POS-B37-01\prices\price-2026-06-14-2.dat,write,41800,SRV-POSMGT,POS-B37-01
2026-06-14 02:30:04,svc_pricefeed,\\POS-B36-01\prices\price-2026-06-14-4.dat,write,43600,SRV-POSMGT,POS-B36-01
2026-06-14 02:30:06,svc_pricefeed,\\POS-B35-01\prices\price-2026-06-14-6.dat,write,45400,SRV-POSMGT,POS-B35-01
2026-06-14 02:31:12,svc_pricefeed,\\POS-B38-01\prices\price-2026-06-14-1.dat,write,40900,SRV-POSMGT,POS-B38-01
2026-06-14 02:31:14,svc_pricefeed,\\POS-B37-01\prices\price-2026-06-14-3.dat,write,42700,SRV-POSMGT,POS-B37-01
2026-06-14 02:31:16,svc_pricefeed,\\POS-B36-01\prices\price-2026-06-14-5.dat,write,44500,SRV-POSMGT,POS-B36-01
2026-06-14 02:31:18,svc_pricefeed,\\POS-B35-01\prices\price-2026-06-14-7.dat,write,46300,SRV-POSMGT,POS-B35-01
2026-06-14 02:32:24,svc_pricefeed,\\POS-B38-01\prices\price-2026-06-14-2.dat,write,41800,SRV-POSMGT,POS-B38-01
2026-06-14 02:32:26,svc_pricefeed,\\POS-B37-01\prices\price-2026-06-14-4.dat,write,43600,SRV-POSMGT,POS-B37-01
2026-06-14 02:32:28,svc_pricefeed,\\POS-B36-01\prices\price-2026-06-14-6.dat,write,45400,SRV-POSMGT,POS-B36-01
2026-06-14 02:33:36,svc_pricefeed,\\POS-B38-01\prices\price-2026-06-14-3.dat,write,42700,SRV-POSMGT,POS-B38-01
2026-06-14 02:33:38,svc_pricefeed,\\POS-B37-01\prices\price-2026-06-14-5.dat,write,44500,SRV-POSMGT,POS-B37-01
2026-06-14 02:33:40,svc_pricefeed,\\POS-B36-01\prices\price-2026-06-14-7.dat,write,46300,SRV-POSMGT,POS-B36-01
2026-06-14 02:34:48,svc_pricefeed,\\POS-B38-01\prices\price-2026-06-14-4.dat,write,43600,SRV-POSMGT,POS-B38-01
2026-06-14 02:34:50,svc_pricefeed,\\POS-B37-01\prices\price-2026-06-14-6.dat,write,45400,SRV-POSMGT,POS-B37-01
2026-06-14 02:36:00,svc_pricefeed,\\POS-B38-01\prices\price-2026-06-14-5.dat,write,44500,SRV-POSMGT,POS-B38-01
2026-06-14 02:36:02,svc_pricefeed,\\POS-B37-01\prices\price-2026-06-14-7.dat,write,46300,SRV-POSMGT,POS-B37-01
2026-06-14 02:37:12,svc_pricefeed,\\POS-B38-01\prices\price-2026-06-14-6.dat,write,45400,SRV-POSMGT,POS-B38-01
2026-06-14 02:38:24,svc_pricefeed,\\POS-B38-01\prices\price-2026-06-14-7.dat,write,46300,SRV-POSMGT,POS-B38-01
2026-06-14 05:02:54,i.golan,\\SRV-FILE-HQ\Branches\sales-report-5823.docx,read,548284,WKS-HQ-22,SRV-FILE-HQ
2026-06-14 05:07:32,s.mor,\\SRV-FILE-HQ\Branches\planogram-2632.docx,write,19285,WKS-HQ-23,SRV-FILE-HQ
2026-06-14 05:23:04,p.stein,\\SRV-FILE-HQ\Branches\rota-9790.docx,read,119442,WKS-HQ-26,SRV-FILE-HQ
2026-06-14 05:44:26,g.ben-ari,\\SRV-FILE-HQ\Payments\settlement-7248.pdf,read,240590,WKS-PAY-30,SRV-FILE-HQ
2026-06-14 06:01:38,y.segev,\\SRV-FILE-HQ\Logistics\manifest-2290.csv,read,205469,WKS-HQ-19,SRV-FILE-HQ
2026-06-14 06:15:19,y.segev,\\SRV-FILE-HQ\Logistics\manifest-7366.pdf,read,62889,WKS-HQ-19,SRV-FILE-HQ
2026-06-14 06:25:21,m.tal,\\SRV-FILE-HQ\HR\payslip-4760.pdf,read,73156,WKS-HQ-18,SRV-FILE-HQ
2026-06-14 06:37:11,m.saban,\\SRV-FILE-HQ\IT\firewall-rules-1953.pdf,read,96324,WKS-IT-09,SRV-FILE-HQ
2026-06-14 06:44:04,v.harel,\\SRV-FILE-HQ\Branches\sales-report-4271.pdf,read,69335,WKS-HQ-24,SRV-FILE-HQ
2026-06-14 06:48:34,g.ben-ari,\\SRV-FILE-HQ\Payments\chargeback-6961.xlsx,read,147040,WKS-PAY-30,SRV-FILE-HQ
2026-06-14 07:04:18,r.stern,\\SRV-FILE-HQ\Payments\chargeback-6242.csv,read,42902,WKS-PAY-02,SRV-FILE-HQ
2026-06-14 07:14:54,b.naim,\\SRV-FILE-HQ\Logistics\manifest-6257.xlsx,read,188932,WKS-HQ-21,SRV-FILE-HQ
2026-06-14 07:20:48,a.dahan,\\SRV-FILE-HQ\HR\policy-9441.xlsx,read,74555,WKS-HQ-17,SRV-FILE-HQ
2026-06-14 07:31:07,s.arbel,\\SRV-FILE-HQ\Payments\terminal-cfg-5337.xlsx,read,201230,WKS-PAY-11,SRV-FILE-HQ
2026-06-14 07:54:34,v.harel,\\SRV-FILE-HQ\Branches\planogram-6520.csv,read,168927,WKS-HQ-24,SRV-FILE-HQ
2026-06-14 08:06:30,n.barzilai,\\SRV-FILE-HQ\Finance\ledger-7015.csv,read,287123,WKS-HQ-04,SRV-FILE-HQ
2026-06-14 08:29:42,n.barzilai,\\SRV-FILE-HQ\Finance\budget-9531.pdf,read,166299,WKS-HQ-04,SRV-FILE-HQ
2026-06-14 08:42:48,n.barzilai,\\SRV-FILE-HQ\Finance\budget-2382.pdf,read,50882,WKS-HQ-04,SRV-FILE-HQ
2026-06-14 08:57:26,f.zohar,\\SRV-FILE-HQ\IT\patch-notes-4755.xlsx,read,40641,WKS-IT-29,SRV-FILE-HQ
2026-06-14 09:04:11,s.arbel,\\SRV-FILE-HQ\Payments\settlement-8997.xlsx,read,185681,WKS-PAY-11,SRV-FILE-HQ
2026-06-14 09:05:20,s.arbel,\\SRV-FILE-HQ\Payments\terminal-cfg-7434.csv,read,18913,WKS-PAY-11,SRV-FILE-HQ
2026-06-14 09:10:17,d.levi,\\SRV-FILE-HQ\IT\runbook-6894.pdf,read,161549,WKS-SEC-10,SRV-FILE-HQ
2026-06-14 09:45:47,p.stein,\\SRV-FILE-HQ\Branches\planogram-5362.pdf,read,27589,WKS-HQ-26,SRV-FILE-HQ
2026-06-14 09:46:11,c.barak,\\SRV-FILE-HQ\Marketing\campaign-8070.docx,read,172267,WKS-HQ-27,SRV-FILE-HQ
2026-06-14 09:57:57,a.mizrahi,\\SRV-FILE-HQ\IT\inventory-7013.pdf,read,68272,WKS-IT-01,SRV-FILE-HQ
2026-06-14 09:59:38,i.golan,\\SRV-FILE-HQ\Branches\rota-6553.docx,read,448097,WKS-HQ-22,SRV-FILE-HQ
2026-06-14 10:02:23,a.dahan,\\SRV-FILE-HQ\HR\review-1930.pdf,read,226000,WKS-HQ-17,SRV-FILE-HQ
2026-06-14 10:06:33,f.zohar,\\SRV-FILE-HQ\IT\inventory-4963.docx,read,29602,WKS-IT-29,SRV-FILE-HQ
2026-06-14 10:21:25,g.ben-ari,\\SRV-FILE-HQ\Payments\recon-1029.pdf,read,182205,WKS-PAY-30,SRV-FILE-HQ
2026-06-14 10:45:29,p.stein,\\SRV-FILE-HQ\Branches\planogram-3449.xlsx,read,85267,WKS-HQ-26,SRV-FILE-HQ
2026-06-14 10:48:47,v.harel,\\SRV-FILE-HQ\Branches\stocktake-8724.csv,read,40031,WKS-HQ-24,SRV-FILE-HQ
2026-06-14 11:07:40,e.katz,\\SRV-FILE-HQ\IT\runbook-1065.csv,read,16761,WKS-SEC-03,SRV-FILE-HQ
2026-06-14 11:17:57,a.mizrahi,\\SRV-FILE-HQ\IT\runbook-4196.xlsx,create,9807,WKS-IT-01,SRV-FILE-HQ
2026-06-14 11:26:57,l.beit,\\SRV-FILE-HQ\Procurement\supplier-eval-6993.pdf,read,338098,WKS-HQ-13,SRV-FILE-HQ
2026-06-14 11:46:48,g.ben-ari,\\SRV-FILE-HQ\Payments\chargeback-8402.xlsx,read,13821,WKS-PAY-30,SRV-FILE-HQ
2026-06-14 11:53:34,m.tal,\\SRV-FILE-HQ\HR\policy-1916.csv,create,32797,WKS-HQ-18,SRV-FILE-HQ
2026-06-14 11:55:59,k.oz,\\SRV-FILE-HQ\Logistics\route-8481.csv,read,62707,WKS-HQ-20,SRV-FILE-HQ
2026-06-14 12:10:44,l.beit,\\SRV-FILE-HQ\Procurement\rfq-7005.xlsx,write,473912,WKS-HQ-13,SRV-FILE-HQ
2026-06-14 12:14:10,n.hazan,\\SRV-FILE-HQ\Finance\vat-return-7324.xlsx,create,9619,WKS-HQ-15,SRV-FILE-HQ
2026-06-14 12:21:12,r.avni,\\SRV-FILE-HQ\Procurement\price-list-1209.pdf,read,48895,WKS-HQ-14,SRV-FILE-HQ
2026-06-14 12:51:18,n.barzilai,\\SRV-FILE-HQ\Finance\invoice-8845.pdf,read,97138,WKS-HQ-04,SRV-FILE-HQ
2026-06-14 13:42:14,t.hadar,\\SRV-FILE-HQ\Payments\chargeback-7821.csv,read,967507,WKS-PAY-12,SRV-FILE-HQ
2026-06-14 14:10:55,l.beit,\\SRV-FILE-HQ\Procurement\supplier-eval-8988.csv,read,149080,WKS-HQ-13,SRV-FILE-HQ
2026-06-14 14:29:21,n.barzilai,\\SRV-FILE-HQ\Finance\budget-1076.docx,read,89526,WKS-HQ-04,SRV-FILE-HQ
2026-06-15 01:02:22,svc_pricefeed,\\POS-B01-01\prices\price-2026-06-15-0.dat,write,40000,SRV-POSMGT,POS-B01-01
2026-06-15 01:03:34,svc_pricefeed,\\POS-B01-01\prices\price-2026-06-15-1.dat,write,40900,SRV-POSMGT,POS-B01-01
2026-06-15 01:04:44,svc_pricefeed,\\POS-B02-01\prices\price-2026-06-15-0.dat,write,40000,SRV-POSMGT,POS-B02-01
2026-06-15 01:04:46,svc_pricefeed,\\POS-B01-01\prices\price-2026-06-15-2.dat,write,41800,SRV-POSMGT,POS-B01-01
2026-06-15 01:05:56,svc_pricefeed,\\POS-B02-01\prices\price-2026-06-15-1.dat,write,40900,SRV-POSMGT,POS-B02-01
2026-06-15 01:05:58,svc_pricefeed,\\POS-B01-01\prices\price-2026-06-15-3.dat,write,42700,SRV-POSMGT,POS-B01-01
2026-06-15 01:07:06,svc_pricefeed,\\POS-B03-01\prices\price-2026-06-15-0.dat,write,40000,SRV-POSMGT,POS-B03-01
2026-06-15 01:07:08,svc_pricefeed,\\POS-B02-01\prices\price-2026-06-15-2.dat,write,41800,SRV-POSMGT,POS-B02-01
2026-06-15 01:07:10,svc_pricefeed,\\POS-B01-01\prices\price-2026-06-15-4.dat,write,43600,SRV-POSMGT,POS-B01-01
2026-06-15 01:08:18,svc_pricefeed,\\POS-B03-01\prices\price-2026-06-15-1.dat,write,40900,SRV-POSMGT,POS-B03-01
2026-06-15 01:08:20,svc_pricefeed,\\POS-B02-01\prices\price-2026-06-15-3.dat,write,42700,SRV-POSMGT,POS-B02-01
2026-06-15 01:08:22,svc_pricefeed,\\POS-B01-01\prices\price-2026-06-15-5.dat,write,44500,SRV-POSMGT,POS-B01-01
2026-06-15 01:09:28,svc_pricefeed,\\POS-B04-01\prices\price-2026-06-15-0.dat,write,40000,SRV-POSMGT,POS-B04-01
2026-06-15 01:09:30,svc_pricefeed,\\POS-B03-01\prices\price-2026-06-15-2.dat,write,41800,SRV-POSMGT,POS-B03-01
2026-06-15 01:09:32,svc_pricefeed,\\POS-B02-01\prices\price-2026-06-15-4.dat,write,43600,SRV-POSMGT,POS-B02-01
2026-06-15 01:09:34,svc_pricefeed,\\POS-B01-01\prices\price-2026-06-15-6.dat,write,45400,SRV-POSMGT,POS-B01-01
2026-06-15 01:10:40,svc_pricefeed,\\POS-B04-01\prices\price-2026-06-15-1.dat,write,40900,SRV-POSMGT,POS-B04-01
2026-06-15 01:10:42,svc_pricefeed,\\POS-B03-01\prices\price-2026-06-15-3.dat,write,42700,SRV-POSMGT,POS-B03-01
2026-06-15 01:10:44,svc_pricefeed,\\POS-B02-01\prices\price-2026-06-15-5.dat,write,44500,SRV-POSMGT,POS-B02-01
2026-06-15 01:10:46,svc_pricefeed,\\POS-B01-01\prices\price-2026-06-15-7.dat,write,46300,SRV-POSMGT,POS-B01-01
2026-06-15 01:11:51,svc_pricefeed,\\POS-B05-01\prices\price-2026-06-15-0.dat,write,40000,SRV-POSMGT,POS-B05-01
2026-06-15 01:11:52,svc_pricefeed,\\POS-B04-01\prices\price-2026-06-15-2.dat,write,41800,SRV-POSMGT,POS-B04-01
2026-06-15 01:11:54,svc_pricefeed,\\POS-B03-01\prices\price-2026-06-15-4.dat,write,43600,SRV-POSMGT,POS-B03-01
2026-06-15 01:11:56,svc_pricefeed,\\POS-B02-01\prices\price-2026-06-15-6.dat,write,45400,SRV-POSMGT,POS-B02-01
2026-06-15 01:13:03,svc_pricefeed,\\POS-B05-01\prices\price-2026-06-15-1.dat,write,40900,SRV-POSMGT,POS-B05-01
2026-06-15 01:13:04,svc_pricefeed,\\POS-B04-01\prices\price-2026-06-15-3.dat,write,42700,SRV-POSMGT,POS-B04-01
2026-06-15 01:13:06,svc_pricefeed,\\POS-B03-01\prices\price-2026-06-15-5.dat,write,44500,SRV-POSMGT,POS-B03-01
2026-06-15 01:13:08,svc_pricefeed,\\POS-B02-01\prices\price-2026-06-15-7.dat,write,46300,SRV-POSMGT,POS-B02-01
2026-06-15 01:14:13,svc_pricefeed,\\POS-B06-01\prices\price-2026-06-15-0.dat,write,40000,SRV-POSMGT,POS-B06-01
2026-06-15 01:14:15,svc_pricefeed,\\POS-B05-01\prices\price-2026-06-15-2.dat,write,41800,SRV-POSMGT,POS-B05-01
2026-06-15 01:14:16,svc_pricefeed,\\POS-B04-01\prices\price-2026-06-15-4.dat,write,43600,SRV-POSMGT,POS-B04-01
2026-06-15 01:14:18,svc_pricefeed,\\POS-B03-01\prices\price-2026-06-15-6.dat,write,45400,SRV-POSMGT,POS-B03-01
2026-06-15 01:15:25,svc_pricefeed,\\POS-B06-01\prices\price-2026-06-15-1.dat,write,40900,SRV-POSMGT,POS-B06-01
2026-06-15 01:15:27,svc_pricefeed,\\POS-B05-01\prices\price-2026-06-15-3.dat,write,42700,SRV-POSMGT,POS-B05-01
2026-06-15 01:15:28,svc_pricefeed,\\POS-B04-01\prices\price-2026-06-15-5.dat,write,44500,SRV-POSMGT,POS-B04-01
2026-06-15 01:15:30,svc_pricefeed,\\POS-B03-01\prices\price-2026-06-15-7.dat,write,46300,SRV-POSMGT,POS-B03-01
2026-06-15 01:16:35,svc_pricefeed,\\POS-B07-01\prices\price-2026-06-15-0.dat,write,40000,SRV-POSMGT,POS-B07-01
2026-06-15 01:16:37,svc_pricefeed,\\POS-B06-01\prices\price-2026-06-15-2.dat,write,41800,SRV-POSMGT,POS-B06-01
2026-06-15 01:16:39,svc_pricefeed,\\POS-B05-01\prices\price-2026-06-15-4.dat,write,43600,SRV-POSMGT,POS-B05-01
2026-06-15 01:16:40,svc_pricefeed,\\POS-B04-01\prices\price-2026-06-15-6.dat,write,45400,SRV-POSMGT,POS-B04-01
2026-06-15 01:17:47,svc_pricefeed,\\POS-B07-01\prices\price-2026-06-15-1.dat,write,40900,SRV-POSMGT,POS-B07-01
2026-06-15 01:17:49,svc_pricefeed,\\POS-B06-01\prices\price-2026-06-15-3.dat,write,42700,SRV-POSMGT,POS-B06-01
2026-06-15 01:17:51,svc_pricefeed,\\POS-B05-01\prices\price-2026-06-15-5.dat,write,44500,SRV-POSMGT,POS-B05-01
2026-06-15 01:17:52,svc_pricefeed,\\POS-B04-01\prices\price-2026-06-15-7.dat,write,46300,SRV-POSMGT,POS-B04-01
2026-06-15 01:18:57,svc_pricefeed,\\POS-B08-01\prices\price-2026-06-15-0.dat,write,40000,SRV-POSMGT,POS-B08-01
2026-06-15 01:18:59,svc_pricefeed,\\POS-B07-01\prices\price-2026-06-15-2.dat,write,41800,SRV-POSMGT,POS-B07-01
2026-06-15 01:19:01,svc_pricefeed,\\POS-B06-01\prices\price-2026-06-15-4.dat,write,43600,SRV-POSMGT,POS-B06-01
2026-06-15 01:19:03,svc_pricefeed,\\POS-B05-01\prices\price-2026-06-15-6.dat,write,45400,SRV-POSMGT,POS-B05-01
2026-06-15 01:20:09,svc_pricefeed,\\POS-B08-01\prices\price-2026-06-15-1.dat,write,40900,SRV-POSMGT,POS-B08-01
2026-06-15 01:20:11,svc_pricefeed,\\POS-B07-01\prices\price-2026-06-15-3.dat,write,42700,SRV-POSMGT,POS-B07-01
2026-06-15 01:20:13,svc_pricefeed,\\POS-B06-01\prices\price-2026-06-15-5.dat,write,44500,SRV-POSMGT,POS-B06-01
2026-06-15 01:20:15,svc_pricefeed,\\POS-B05-01\prices\price-2026-06-15-7.dat,write,46300,SRV-POSMGT,POS-B05-01
2026-06-15 01:21:19,svc_pricefeed,\\POS-B09-01\prices\price-2026-06-15-0.dat,write,40000,SRV-POSMGT,POS-B09-01
2026-06-15 01:21:21,svc_pricefeed,\\POS-B08-01\prices\price-2026-06-15-2.dat,write,41800,SRV-POSMGT,POS-B08-01
2026-06-15 01:21:23,svc_pricefeed,\\POS-B07-01\prices\price-2026-06-15-4.dat,write,43600,SRV-POSMGT,POS-B07-01
2026-06-15 01:21:25,svc_pricefeed,\\POS-B06-01\prices\price-2026-06-15-6.dat,write,45400,SRV-POSMGT,POS-B06-01
2026-06-15 01:22:31,svc_pricefeed,\\POS-B09-01\prices\price-2026-06-15-1.dat,write,40900,SRV-POSMGT,POS-B09-01
2026-06-15 01:22:33,svc_pricefeed,\\POS-B08-01\prices\price-2026-06-15-3.dat,write,42700,SRV-POSMGT,POS-B08-01
2026-06-15 01:22:35,svc_pricefeed,\\POS-B07-01\prices\price-2026-06-15-5.dat,write,44500,SRV-POSMGT,POS-B07-01
2026-06-15 01:22:37,svc_pricefeed,\\POS-B06-01\prices\price-2026-06-15-7.dat,write,46300,SRV-POSMGT,POS-B06-01
2026-06-15 01:23:41,svc_pricefeed,\\POS-B10-01\prices\price-2026-06-15-0.dat,write,40000,SRV-POSMGT,POS-B10-01
2026-06-15 01:23:43,svc_pricefeed,\\POS-B09-01\prices\price-2026-06-15-2.dat,write,41800,SRV-POSMGT,POS-B09-01
2026-06-15 01:23:45,svc_pricefeed,\\POS-B08-01\prices\price-2026-06-15-4.dat,write,43600,SRV-POSMGT,POS-B08-01
2026-06-15 01:23:47,svc_pricefeed,\\POS-B07-01\prices\price-2026-06-15-6.dat,write,45400,SRV-POSMGT,POS-B07-01
2026-06-15 01:24:53,svc_pricefeed,\\POS-B10-01\prices\price-2026-06-15-1.dat,write,40900,SRV-POSMGT,POS-B10-01
2026-06-15 01:24:55,svc_pricefeed,\\POS-B09-01\prices\price-2026-06-15-3.dat,write,42700,SRV-POSMGT,POS-B09-01
2026-06-15 01:24:57,svc_pricefeed,\\POS-B08-01\prices\price-2026-06-15-5.dat,write,44500,SRV-POSMGT,POS-B08-01
2026-06-15 01:24:59,svc_pricefeed,\\POS-B07-01\prices\price-2026-06-15-7.dat,write,46300,SRV-POSMGT,POS-B07-01
2026-06-15 01:26:03,svc_pricefeed,\\POS-B11-01\prices\price-2026-06-15-0.dat,write,40000,SRV-POSMGT,POS-B11-01
2026-06-15 01:26:05,svc_pricefeed,\\POS-B10-01\prices\price-2026-06-15-2.dat,write,41800,SRV-POSMGT,POS-B10-01
2026-06-15 01:26:07,svc_pricefeed,\\POS-B09-01\prices\price-2026-06-15-4.dat,write,43600,SRV-POSMGT,POS-B09-01
2026-06-15 01:26:09,svc_pricefeed,\\POS-B08-01\prices\price-2026-06-15-6.dat,write,45400,SRV-POSMGT,POS-B08-01
2026-06-15 01:27:15,svc_pricefeed,\\POS-B11-01\prices\price-2026-06-15-1.dat,write,40900,SRV-POSMGT,POS-B11-01
2026-06-15 01:27:17,svc_pricefeed,\\POS-B10-01\prices\price-2026-06-15-3.dat,write,42700,SRV-POSMGT,POS-B10-01
2026-06-15 01:27:19,svc_pricefeed,\\POS-B09-01\prices\price-2026-06-15-5.dat,write,44500,SRV-POSMGT,POS-B09-01
2026-06-15 01:27:21,svc_pricefeed,\\POS-B08-01\prices\price-2026-06-15-7.dat,write,46300,SRV-POSMGT,POS-B08-01
2026-06-15 01:28:25,svc_pricefeed,\\POS-B12-01\prices\price-2026-06-15-0.dat,write,40000,SRV-POSMGT,POS-B12-01
2026-06-15 01:28:27,svc_pricefeed,\\POS-B11-01\prices\price-2026-06-15-2.dat,write,41800,SRV-POSMGT,POS-B11-01
2026-06-15 01:28:29,svc_pricefeed,\\POS-B10-01\prices\price-2026-06-15-4.dat,write,43600,SRV-POSMGT,POS-B10-01
2026-06-15 01:28:31,svc_pricefeed,\\POS-B09-01\prices\price-2026-06-15-6.dat,write,45400,SRV-POSMGT,POS-B09-01
2026-06-15 01:29:37,svc_pricefeed,\\POS-B12-01\prices\price-2026-06-15-1.dat,write,40900,SRV-POSMGT,POS-B12-01
2026-06-15 01:29:39,svc_pricefeed,\\POS-B11-01\prices\price-2026-06-15-3.dat,write,42700,SRV-POSMGT,POS-B11-01
2026-06-15 01:29:41,svc_pricefeed,\\POS-B10-01\prices\price-2026-06-15-5.dat,write,44500,SRV-POSMGT,POS-B10-01
2026-06-15 01:29:43,svc_pricefeed,\\POS-B09-01\prices\price-2026-06-15-7.dat,write,46300,SRV-POSMGT,POS-B09-01
2026-06-15 01:30:47,svc_pricefeed,\\POS-B13-01\prices\price-2026-06-15-0.dat,write,40000,SRV-POSMGT,POS-B13-01
2026-06-15 01:30:49,svc_pricefeed,\\POS-B12-01\prices\price-2026-06-15-2.dat,write,41800,SRV-POSMGT,POS-B12-01
2026-06-15 01:30:51,svc_pricefeed,\\POS-B11-01\prices\price-2026-06-15-4.dat,write,43600,SRV-POSMGT,POS-B11-01
2026-06-15 01:30:53,svc_pricefeed,\\POS-B10-01\prices\price-2026-06-15-6.dat,write,45400,SRV-POSMGT,POS-B10-01
2026-06-15 01:31:59,svc_pricefeed,\\POS-B13-01\prices\price-2026-06-15-1.dat,write,40900,SRV-POSMGT,POS-B13-01
2026-06-15 01:32:01,svc_pricefeed,\\POS-B12-01\prices\price-2026-06-15-3.dat,write,42700,SRV-POSMGT,POS-B12-01
2026-06-15 01:32:03,svc_pricefeed,\\POS-B11-01\prices\price-2026-06-15-5.dat,write,44500,SRV-POSMGT,POS-B11-01
2026-06-15 01:32:05,svc_pricefeed,\\POS-B10-01\prices\price-2026-06-15-7.dat,write,46300,SRV-POSMGT,POS-B10-01
2026-06-15 01:33:09,svc_pricefeed,\\POS-B14-01\prices\price-2026-06-15-0.dat,write,40000,SRV-POSMGT,POS-B14-01
2026-06-15 01:33:11,svc_pricefeed,\\POS-B13-01\prices\price-2026-06-15-2.dat,write,41800,SRV-POSMGT,POS-B13-01
2026-06-15 01:33:13,svc_pricefeed,\\POS-B12-01\prices\price-2026-06-15-4.dat,write,43600,SRV-POSMGT,POS-B12-01
2026-06-15 01:33:15,svc_pricefeed,\\POS-B11-01\prices\price-2026-06-15-6.dat,write,45400,SRV-POSMGT,POS-B11-01
2026-06-15 01:34:21,svc_pricefeed,\\POS-B14-01\prices\price-2026-06-15-1.dat,write,40900,SRV-POSMGT,POS-B14-01
2026-06-15 01:34:23,svc_pricefeed,\\POS-B13-01\prices\price-2026-06-15-3.dat,write,42700,SRV-POSMGT,POS-B13-01
2026-06-15 01:34:25,svc_pricefeed,\\POS-B12-01\prices\price-2026-06-15-5.dat,write,44500,SRV-POSMGT,POS-B12-01
2026-06-15 01:34:27,svc_pricefeed,\\POS-B11-01\prices\price-2026-06-15-7.dat,write,46300,SRV-POSMGT,POS-B11-01
2026-06-15 01:35:32,svc_pricefeed,\\POS-B15-01\prices\price-2026-06-15-0.dat,write,40000,SRV-POSMGT,POS-B15-01
2026-06-15 01:35:33,svc_pricefeed,\\POS-B14-01\prices\price-2026-06-15-2.dat,write,41800,SRV-POSMGT,POS-B14-01
2026-06-15 01:35:35,svc_pricefeed,\\POS-B13-01\prices\price-2026-06-15-4.dat,write,43600,SRV-POSMGT,POS-B13-01
2026-06-15 01:35:37,svc_pricefeed,\\POS-B12-01\prices\price-2026-06-15-6.dat,write,45400,SRV-POSMGT,POS-B12-01
2026-06-15 01:36:44,svc_pricefeed,\\POS-B15-01\prices\price-2026-06-15-1.dat,write,40900,SRV-POSMGT,POS-B15-01
2026-06-15 01:36:45,svc_pricefeed,\\POS-B14-01\prices\price-2026-06-15-3.dat,write,42700,SRV-POSMGT,POS-B14-01
2026-06-15 01:36:47,svc_pricefeed,\\POS-B13-01\prices\price-2026-06-15-5.dat,write,44500,SRV-POSMGT,POS-B13-01
2026-06-15 01:36:49,svc_pricefeed,\\POS-B12-01\prices\price-2026-06-15-7.dat,write,46300,SRV-POSMGT,POS-B12-01
2026-06-15 01:37:54,svc_pricefeed,\\POS-B16-01\prices\price-2026-06-15-0.dat,write,40000,SRV-POSMGT,POS-B16-01
2026-06-15 01:37:56,svc_pricefeed,\\POS-B15-01\prices\price-2026-06-15-2.dat,write,41800,SRV-POSMGT,POS-B15-01
2026-06-15 01:37:57,svc_pricefeed,\\POS-B14-01\prices\price-2026-06-15-4.dat,write,43600,SRV-POSMGT,POS-B14-01
2026-06-15 01:37:59,svc_pricefeed,\\POS-B13-01\prices\price-2026-06-15-6.dat,write,45400,SRV-POSMGT,POS-B13-01
2026-06-15 01:39:06,svc_pricefeed,\\POS-B16-01\prices\price-2026-06-15-1.dat,write,40900,SRV-POSMGT,POS-B16-01
2026-06-15 01:39:08,svc_pricefeed,\\POS-B15-01\prices\price-2026-06-15-3.dat,write,42700,SRV-POSMGT,POS-B15-01
2026-06-15 01:39:09,svc_pricefeed,\\POS-B14-01\prices\price-2026-06-15-5.dat,write,44500,SRV-POSMGT,POS-B14-01
2026-06-15 01:39:11,svc_pricefeed,\\POS-B13-01\prices\price-2026-06-15-7.dat,write,46300,SRV-POSMGT,POS-B13-01
2026-06-15 01:40:16,svc_pricefeed,\\POS-B17-01\prices\price-2026-06-15-0.dat,write,40000,SRV-POSMGT,POS-B17-01
2026-06-15 01:40:18,svc_pricefeed,\\POS-B16-01\prices\price-2026-06-15-2.dat,write,41800,SRV-POSMGT,POS-B16-01
2026-06-15 01:40:20,svc_pricefeed,\\POS-B15-01\prices\price-2026-06-15-4.dat,write,43600,SRV-POSMGT,POS-B15-01
