_time,actor,operation,target_object,link_scope,link_expiry,bytes_out,src_ip
2026-06-29 06:39:59,c.barak,view,/Logistics/routes.xlsx,,,1900448,212.199.44.8
2026-06-29 06:52:08,u.regev,download,/Finance/close-2026-07.xlsx,,,432585,212.199.44.8
2026-06-29 07:45:02,l.beit,download,/Finance/close-2026-07.xlsx,,,1526776,212.199.44.8
2026-06-29 07:49:46,y.segev,download,/Branches/planogram-aug.pdf,,,2574259,212.199.44.8
2026-06-29 08:02:35,y.oren,download,/Procurement/vendor-list.xlsx,,,39795,212.199.44.8
2026-06-29 09:39:45,c.barak,download,/Logistics/routes.xlsx,,,325266,212.199.44.8
2026-06-29 12:44:25,n.hazan,upload,/Procurement/vendor-list.xlsx,,,290527,212.199.44.8
2026-06-30 06:13:52,a.mizrahi,download,/Procurement/vendor-list.xlsx,,,144106,212.199.44.8
2026-06-30 06:22:10,a.mizrahi,upload,/HR/headcount.xlsx,,,188885,212.199.44.8
2026-06-30 06:37:41,r.stern,upload,/Branches/planogram-aug.pdf,,,4102995,212.199.44.8
2026-06-30 06:43:12,y.segev,view,/HR/headcount.xlsx,,,23013,212.199.44.8
2026-06-30 07:35:30,c.barak,upload,/Finance/close-2026-07.xlsx,,,112625,212.199.44.8
2026-06-30 09:29:16,n.hazan,upload,/Branches/planogram-aug.pdf,,,59541,212.199.44.8
2026-06-30 09:41:59,c.barak,view,/Procurement/vendor-list.xlsx,,,155512,212.199.44.8
2026-06-30 09:45:57,u.regev,view,/Finance/close-2026-07.xlsx,,,40830,212.199.44.8
2026-06-30 11:51:50,y.oren,upload,/Procurement/vendor-list.xlsx,,,3449518,212.199.44.8
2026-06-30 12:00:13,l.beit,upload,/Marketing/campaign-q3.pptx,,,106460,212.199.44.8
2026-06-30 12:37:20,n.hazan,upload,/Procurement/vendor-list.xlsx,,,343401,212.199.44.8
2026-07-01 05:32:09,y.segev,view,/HR/headcount.xlsx,,,1727444,212.199.44.8
2026-07-01 05:32:41,a.mizrahi,upload,/Procurement/vendor-list.xlsx,,,786551,212.199.44.8
2026-07-01 06:14:19,u.regev,view,/Branches/planogram-aug.pdf,,,141874,212.199.44.8
2026-07-01 06:26:37,n.hazan,download,/Marketing/campaign-q3.pptx,,,122025,212.199.44.8
2026-07-01 08:36:07,c.barak,view,/Branches/planogram-aug.pdf,,,354383,212.199.44.8
2026-07-01 09:13:54,l.beit,upload,/Procurement/vendor-list.xlsx,,,297460,212.199.44.8
2026-07-01 10:05:39,y.segev,view,/Procurement/vendor-list.xlsx,,,500686,212.199.44.8
2026-07-01 11:21:21,y.oren,share_link_create,/HR/headcount.xlsx,internal,2026-07-15,,212.199.44.8
2026-07-01 12:38:38,c.barak,upload,/Logistics/routes.xlsx,,,230341,212.199.44.8
2026-07-02 07:01:05,l.beit,view,/HR/headcount.xlsx,,,107032,212.199.44.8
2026-07-02 07:15:30,l.beit,view,/Logistics/routes.xlsx,,,210039,212.199.44.8
2026-07-02 07:42:42,y.segev,view,/Marketing/campaign-q3.pptx,,,736693,212.199.44.8
2026-07-02 08:05:02,c.barak,upload,/Marketing/campaign-q3.pptx,,,801613,212.199.44.8
2026-07-02 08:33:43,y.oren,upload,/Procurement/vendor-list.xlsx,,,51924,212.199.44.8
2026-07-02 09:43:23,u.regev,view,/Finance/close-2026-07.xlsx,,,267413,212.199.44.8
2026-07-02 11:11:20,a.mizrahi,download,/Procurement/vendor-list.xlsx,,,456119,212.199.44.8
2026-07-02 11:35:58,n.hazan,upload,/Marketing/campaign-q3.pptx,,,61591,212.199.44.8
2026-07-02 13:09:36,c.barak,upload,/Logistics/routes.xlsx,,,146179,212.199.44.8
2026-07-03 07:40:14,r.stern,view,/Marketing/campaign-q3.pptx,,,160208,212.199.44.8
2026-07-03 13:05:27,l.beit,view,/Procurement/vendor-list.xlsx,,,47875,212.199.44.8
2026-07-04 05:32:53,a.mizrahi,share_link_create,/Branches/planogram-aug.pdf,internal,2026-07-18,,212.199.44.8
2026-07-04 08:51:58,l.beit,download,/Marketing/campaign-q3.pptx,,,2045594,212.199.44.8
2026-07-05 05:45:12,a.mizrahi,download,/Finance/close-2026-07.xlsx,,,994831,212.199.44.8
2026-07-05 06:01:28,c.barak,download,/HR/headcount.xlsx,,,195001,212.199.44.8
2026-07-05 07:02:08,u.regev,view,/Branches/planogram-aug.pdf,,,1572452,212.199.44.8
2026-07-05 07:04:58,n.hazan,view,/Procurement/vendor-list.xlsx,,,801791,212.199.44.8
2026-07-05 07:26:51,l.beit,upload,/HR/headcount.xlsx,,,115103,212.199.44.8
2026-07-05 08:01:25,c.barak,upload,/Marketing/campaign-q3.pptx,,,81706,212.199.44.8
2026-07-05 08:29:58,a.mizrahi,download,/Branches/planogram-aug.pdf,,,1103916,212.199.44.8
2026-07-05 09:49:04,y.segev,view,/Branches/planogram-aug.pdf,,,15526,212.199.44.8
2026-07-05 11:03:35,y.oren,upload,/HR/headcount.xlsx,,,101221,212.199.44.8
2026-07-05 11:29:59,r.stern,download,/Marketing/campaign-q3.pptx,,,730304,212.199.44.8
2026-07-06 05:23:45,a.mizrahi,upload,/HR/headcount.xlsx,,,126157,212.199.44.8
2026-07-06 06:04:10,l.beit,upload,/Marketing/campaign-q3.pptx,,,83196,212.199.44.8
2026-07-06 06:47:59,n.hazan,view,/Branches/planogram-aug.pdf,,,597563,212.199.44.8
2026-07-06 08:10:04,c.barak,download,/Finance/close-2026-07.xlsx,,,701119,212.199.44.8
2026-07-06 08:10:32,l.beit,upload,/HR/headcount.xlsx,,,2142628,212.199.44.8
2026-07-06 08:17:42,c.barak,upload,/Branches/planogram-aug.pdf,,,174985,212.199.44.8
2026-07-06 09:22:11,u.regev,download,/Marketing/campaign-q3.pptx,,,811937,212.199.44.8
2026-07-06 10:22:30,r.stern,download,/Logistics/routes.xlsx,,,182648,212.199.44.8
2026-07-06 12:45:31,y.segev,download,/Logistics/routes.xlsx,,,1069919,212.199.44.8
2026-07-07 05:19:45,a.mizrahi,view,/Logistics/routes.xlsx,,,82769,212.199.44.8
2026-07-07 06:13:25,c.barak,share_link_create,/Procurement/vendor-list.xlsx,internal,2026-07-21,,212.199.44.8
2026-07-07 07:04:13,u.regev,view,/Finance/close-2026-07.xlsx,,,78230,212.199.44.8
2026-07-07 07:29:11,e.shalom,view,/Marketing/campaign-q3.pptx,,,159531,212.199.44.8
2026-07-07 07:39:11,l.beit,share_link_create,/Logistics/routes.xlsx,internal,2026-08-06,,212.199.44.8
2026-07-07 07:51:36,n.hazan,view,/Procurement/vendor-list.xlsx,,,5097621,212.199.44.8
2026-07-07 08:59:21,c.barak,share_link_create,/Marketing/campaign-q3.pptx,internal,2026-08-06,,212.199.44.8
2026-07-07 10:22:16,l.beit,view,/Logistics/routes.xlsx,,,501684,212.199.44.8
2026-07-07 11:39:19,r.stern,upload,/Logistics/routes.xlsx,,,3350622,212.199.44.8
2026-07-07 11:40:46,y.segev,share_link_create,/Procurement/vendor-list.xlsx,internal,2026-08-06,,212.199.44.8
2026-07-08 06:39:51,y.segev,download,/Finance/close-2026-07.xlsx,,,11753,212.199.44.8
2026-07-08 07:35:33,a.mizrahi,view,/Branches/planogram-aug.pdf,,,282615,212.199.44.8
2026-07-08 09:27:18,u.regev,view,/HR/headcount.xlsx,,,79310,212.199.44.8
2026-07-08 10:04:36,a.mizrahi,share_link_create,/Procurement/vendor-list.xlsx,internal,2026-07-15,,212.199.44.8
2026-07-08 10:19:55,n.hazan,share_link_create,/Procurement/vendor-list.xlsx,internal,2026-07-15,,212.199.44.8
2026-07-08 10:43:10,y.oren,view,/Logistics/routes.xlsx,,,193635,212.199.44.8
2026-07-08 10:44:20,l.beit,upload,/Procurement/vendor-list.xlsx,,,50120,212.199.44.8
2026-07-08 10:53:49,c.barak,view,/Marketing/campaign-q3.pptx,,,134200,212.199.44.8
2026-07-08 11:13:05,y.segev,download,/Branches/planogram-aug.pdf,,,681706,212.199.44.8
2026-07-08 12:57:26,c.barak,view,/HR/headcount.xlsx,,,8340474,212.199.44.8
2026-07-09 06:00:13,u.regev,view,/Branches/planogram-aug.pdf,,,108094,212.199.44.8
2026-07-09 06:13:33,l.beit,download,/Logistics/routes.xlsx,,,564682,212.199.44.8
2026-07-09 06:42:12,c.barak,upload,/Finance/close-2026-07.xlsx,,,4644002,212.199.44.8
2026-07-09 07:34:20,n.hazan,view,/HR/headcount.xlsx,,,269702,212.199.44.8
2026-07-09 08:51:17,n.hazan,share_link_create,/Logistics/routes.xlsx,internal,2026-08-08,,212.199.44.8
2026-07-09 09:17:25,a.mizrahi,download,/Finance/close-2026-07.xlsx,,,3137510,212.199.44.8
2026-07-09 11:06:18,y.oren,view,/Logistics/routes.xlsx,,,106739,212.199.44.8
2026-07-09 11:23:39,r.stern,upload,/Procurement/vendor-list.xlsx,,,511339,212.199.44.8
2026-07-09 11:34:49,y.segev,upload,/Procurement/vendor-list.xlsx,,,11922,212.199.44.8
2026-07-09 12:52:10,l.beit,upload,/Finance/close-2026-07.xlsx,,,241516,212.199.44.8
2026-07-10 06:09:21,u.regev,download,/HR/headcount.xlsx,,,145812,212.199.44.8
2026-07-11 07:18:35,l.beit,share_link_create,/Logistics/routes.xlsx,internal,2026-07-18,,212.199.44.8
2026-07-11 12:59:46,c.barak,view,/Marketing/campaign-q3.pptx,,,139780,212.199.44.8
2026-07-12 06:02:44,a.mizrahi,view,/Finance/close-2026-07.xlsx,,,283222,212.199.44.8
2026-07-12 06:28:48,y.segev,share_link_create,/Procurement/vendor-list.xlsx,internal,2026-07-19,,212.199.44.8
2026-07-12 06:32:07,l.beit,download,/Marketing/campaign-q3.pptx,,,158106,212.199.44.8
2026-07-12 07:29:19,r.stern,view,/Procurement/vendor-list.xlsx,,,49777,212.199.44.8
2026-07-12 07:33:58,n.hazan,download,/Logistics/routes.xlsx,,,149217,212.199.44.8
2026-07-12 08:10:25,u.regev,share_link_create,/Finance/close-2026-07.xlsx,internal,2026-07-26,,212.199.44.8
2026-07-12 09:00:03,c.barak,view,/Logistics/routes.xlsx,,,131959,212.199.44.8
2026-07-12 09:07:38,n.hazan,view,/Finance/close-2026-07.xlsx,,,316321,212.199.44.8
2026-07-12 09:49:59,l.beit,download,/Marketing/campaign-q3.pptx,,,1097413,212.199.44.8
2026-07-12 09:57:56,c.barak,view,/Logistics/routes.xlsx,,,859952,212.199.44.8
2026-07-12 10:38:00,y.oren,download,/HR/headcount.xlsx,,,361223,212.199.44.8
2026-07-12 12:07:18,u.regev,upload,/Finance/close-2026-07.xlsx,,,84432,212.199.44.8
2026-07-13 06:09:38,c.barak,upload,/Marketing/campaign-q3.pptx,,,1356511,212.199.44.8
2026-07-13 06:55:51,a.mizrahi,view,/Procurement/vendor-list.xlsx,,,345408,212.199.44.8
2026-07-13 07:02:16,c.barak,view,/Finance/close-2026-07.xlsx,,,2976572,212.199.44.8
2026-07-13 07:23:29,a.mizrahi,download,/Branches/planogram-aug.pdf,,,3320543,212.199.44.8
2026-07-13 07:35:01,l.beit,download,/Finance/close-2026-07.xlsx,,,112982,212.199.44.8
2026-07-13 07:58:12,n.hazan,share_link_create,/Marketing/campaign-q3.pptx,internal,2026-08-12,,212.199.44.8
2026-07-13 09:17:57,y.oren,upload,/Logistics/routes.xlsx,,,66756,212.199.44.8
2026-07-13 10:33:46,n.hazan,view,/Procurement/vendor-list.xlsx,,,79319,212.199.44.8
2026-07-13 10:58:52,y.segev,view,/Branches/planogram-aug.pdf,,,991757,212.199.44.8
2026-07-13 12:09:30,u.regev,download,/Marketing/campaign-q3.pptx,,,274971,212.199.44.8
2026-07-14 05:31:36,a.mizrahi,download,/Branches/planogram-aug.pdf,,,1034312,212.199.44.8
2026-07-14 05:58:06,l.beit,view,/Procurement/vendor-list.xlsx,,,200462,212.199.44.8
2026-07-14 06:27:22,l.beit,download,/Finance/close-2026-07.xlsx,,,113185,212.199.44.8
2026-07-14 07:19:50,c.barak,upload,/Finance/close-2026-07.xlsx,,,451775,212.199.44.8
2026-07-14 07:35:09,u.regev,download,/HR/headcount.xlsx,,,709348,212.199.44.8
2026-07-14 08:23:52,y.oren,view,/Logistics/routes.xlsx,,,254070,212.199.44.8
2026-07-14 09:41:52,y.segev,view,/HR/headcount.xlsx,,,140902,212.199.44.8
2026-07-14 11:23:33,c.barak,upload,/Logistics/routes.xlsx,,,1352619,212.199.44.8
2026-07-14 11:24:44,y.segev,view,/Branches/planogram-aug.pdf,,,46134,212.199.44.8
2026-07-14 12:59:34,n.hazan,share_link_create,/HR/headcount.xlsx,internal,2026-08-13,,212.199.44.8
2026-07-15 06:06:27,l.beit,download,/Procurement/vendor-list.xlsx,,,378905,212.199.44.8
2026-07-15 06:18:50,a.mizrahi,view,/Finance/close-2026-07.xlsx,,,113785,212.199.44.8
2026-07-15 07:05:26,y.segev,upload,/Procurement/vendor-list.xlsx,,,256478,212.199.44.8
2026-07-15 07:13:19,u.regev,view,/Procurement/vendor-list.xlsx,,,549890,212.199.44.8
2026-07-15 08:18:53,n.hazan,upload,/Marketing/campaign-q3.pptx,,,1216111,212.199.44.8
2026-07-15 09:53:50,y.oren,download,/Procurement/vendor-list.xlsx,,,2673047,212.199.44.8
2026-07-15 10:37:50,y.segev,upload,/Marketing/campaign-q3.pptx,,,77912,212.199.44.8
2026-07-15 10:40:30,c.barak,download,/Finance/close-2026-07.xlsx,,,14643,212.199.44.8
2026-07-15 10:47:35,e.shalom,view,/Procurement/vendor-list.xlsx,,,33939,212.199.44.8
2026-07-15 13:03:34,c.barak,download,/Procurement/vendor-list.xlsx,,,492476,212.199.44.8
2026-07-15 13:06:54,l.beit,view,/Procurement/vendor-list.xlsx,,,290206,212.199.44.8
2026-07-16 06:04:04,c.barak,upload,/Marketing/campaign-q3.pptx,,,434838,212.199.44.8
2026-07-16 06:08:39,l.beit,view,/Procurement/vendor-list.xlsx,,,267270,212.199.44.8
2026-07-16 07:07:17,c.barak,upload,/HR/headcount.xlsx,,,381652,212.199.44.8
2026-07-16 07:42:20,l.beit,view,/Finance/close-2026-07.xlsx,,,515061,212.199.44.8
2026-07-16 08:09:53,y.oren,upload,/Branches/planogram-aug.pdf,,,67089,212.199.44.8
2026-07-16 08:47:00,y.segev,download,/Branches/planogram-aug.pdf,,,1960056,212.199.44.8
2026-07-16 08:50:13,a.mizrahi,view,/Branches/planogram-aug.pdf,,,29542,212.199.44.8
2026-07-16 10:08:31,u.regev,download,/Logistics/routes.xlsx,,,464673,212.199.44.8
2026-07-16 11:35:22,a.mizrahi,share_link_create,/HR/headcount.xlsx,internal,2026-07-30,,212.199.44.8
2026-07-16 11:56:51,n.hazan,view,/Marketing/campaign-q3.pptx,,,241140,212.199.44.8
2026-07-16 12:00:47,r.stern,share_link_create,/Procurement/vendor-list.xlsx,internal,2026-08-15,,212.199.44.8
2026-07-16 12:35:46,e.shalom,download,/Procurement/vendor-list.xlsx,,,129020,212.199.44.8
2026-07-17 08:52:24,l.beit,download,/Procurement/vendor-list.xlsx,,,1228312,212.199.44.8
2026-07-18 05:57:22,r.stern,share_link_create,/Marketing/campaign-q3.pptx,internal,2026-07-25,,212.199.44.8
2026-07-19 07:14:40,y.segev,view,/HR/headcount.xlsx,,,193374,212.199.44.8
2026-07-19 07:25:52,a.mizrahi,view,/Marketing/campaign-q3.pptx,,,471487,212.199.44.8
2026-07-19 09:01:14,n.hazan,view,/Marketing/campaign-q3.pptx,,,434965,212.199.44.8
2026-07-19 09:18:07,n.hazan,upload,/Procurement/vendor-list.xlsx,,,257889,212.199.44.8
2026-07-19 09:42:47,l.beit,upload,/Finance/close-2026-07.xlsx,,,1180777,212.199.44.8
2026-07-19 09:48:00,u.regev,download,/Finance/close-2026-07.xlsx,,,70093,212.199.44.8
2026-07-19 10:10:03,c.barak,download,/Finance/close-2026-07.xlsx,,,178436,212.199.44.8
2026-07-19 11:05:33,y.segev,view,/Branches/planogram-aug.pdf,,,929704,212.199.44.8
2026-07-19 11:30:19,a.mizrahi,view,/Marketing/campaign-q3.pptx,,,1914210,212.199.44.8
2026-07-19 12:23:41,y.oren,view,/Procurement/vendor-list.xlsx,,,707310,212.199.44.8
2026-07-19 13:15:24,c.barak,view,/Finance/close-2026-07.xlsx,,,105517,212.199.44.8
2026-07-20 05:45:11,y.oren,view,/Procurement/vendor-list.xlsx,,,37442,212.199.44.8
2026-07-20 08:09:18,u.regev,view,/Marketing/campaign-q3.pptx,,,208939,212.199.44.8
2026-07-20 08:17:40,c.barak,download,/Procurement/vendor-list.xlsx,,,59620,212.199.44.8
2026-07-20 08:22:12,u.regev,view,/Logistics/routes.xlsx,,,121950,212.199.44.8
2026-07-20 09:22:54,e.shalom,view,/Finance/close-2026-07.xlsx,,,290577,212.199.44.8
2026-07-20 10:32:30,y.segev,share_link_create,/Branches/planogram-aug.pdf,internal,2026-08-03,,212.199.44.8
2026-07-20 10:33:22,n.hazan,view,/Marketing/campaign-q3.pptx,,,552153,212.199.44.8
2026-07-20 11:23:06,l.beit,download,/Procurement/vendor-list.xlsx,,,19257,212.199.44.8
2026-07-20 12:07:59,a.mizrahi,download,/Branches/planogram-aug.pdf,,,163088,212.199.44.8
2026-07-21 05:43:00,y.segev,share_link_create,/HR/headcount.xlsx,internal,2026-07-28,,212.199.44.8
2026-07-21 06:06:58,l.beit,view,/Marketing/campaign-q3.pptx,,,157319,212.199.44.8
2026-07-21 06:20:25,c.barak,view,/Logistics/routes.xlsx,,,63065,212.199.44.8
2026-07-21 06:23:53,a.mizrahi,view,/Finance/close-2026-07.xlsx,,,243700,212.199.44.8
2026-07-21 07:16:37,n.hazan,view,/Logistics/routes.xlsx,,,62498,212.199.44.8
2026-07-21 08:03:26,e.shalom,upload,/Marketing/campaign-q3.pptx,,,169281,212.199.44.8
2026-07-21 08:09:48,l.beit,upload,/HR/headcount.xlsx,,,1033874,212.199.44.8
2026-07-21 09:03:27,u.regev,download,/Branches/planogram-aug.pdf,,,573088,212.199.44.8
2026-07-21 09:04:43,c.barak,view,/Logistics/routes.xlsx,,,27248,212.199.44.8
2026-07-21 10:26:06,y.segev,view,/HR/headcount.xlsx,,,63516,212.199.44.8
2026-07-21 10:47:32,a.mizrahi,upload,/Logistics/routes.xlsx,,,2094692,212.199.44.8
2026-07-22 05:59:11,l.beit,view,/Procurement/vendor-list.xlsx,,,135674,212.199.44.8
2026-07-22 06:12:40,y.segev,view,/HR/headcount.xlsx,,,164515,212.199.44.8
2026-07-22 06:39:13,n.hazan,download,/Finance/close-2026-07.xlsx,,,106796,212.199.44.8
2026-07-22 07:54:35,a.mizrahi,view,/Procurement/vendor-list.xlsx,,,82300,212.199.44.8
2026-07-22 08:52:37,a.mizrahi,view,/Marketing/campaign-q3.pptx,,,208336,212.199.44.8
2026-07-22 09:57:36,l.beit,view,/Marketing/campaign-q3.pptx,,,526019,212.199.44.8
2026-07-22 10:13:31,r.stern,view,/Procurement/vendor-list.xlsx,,,1192295,212.199.44.8
2026-07-22 10:26:23,c.barak,view,/HR/headcount.xlsx,,,20531,212.199.44.8
2026-07-22 11:21:14,u.regev,view,/Marketing/campaign-q3.pptx,,,97708,212.199.44.8
2026-07-22 11:51:50,y.oren,view,/Marketing/campaign-q3.pptx,,,40388,212.199.44.8
2026-07-22 12:07:13,u.regev,view,/Branches/planogram-aug.pdf,,,144669,212.199.44.8
2026-07-22 12:22:09,n.hazan,download,/Branches/planogram-aug.pdf,,,211561,212.199.44.8
2026-07-22 13:23:04,c.barak,download,/Finance/close-2026-07.xlsx,,,254472,212.199.44.8
2026-07-23 06:21:42,u.regev,upload,/Procurement/vendor-list.xlsx,,,201435,212.199.44.8
2026-07-23 07:07:56,l.beit,upload,/Logistics/routes.xlsx,,,2477515,212.199.44.8
2026-07-23 07:36:29,y.segev,view,/Branches/planogram-aug.pdf,,,39965,212.199.44.8
2026-07-23 09:04:19,n.hazan,download,/Procurement/vendor-list.xlsx,,,103559,212.199.44.8
2026-07-23 09:26:17,c.barak,view,/Finance/close-2026-07.xlsx,,,41681,212.199.44.8
2026-07-23 09:48:06,c.barak,download,/HR/headcount.xlsx,,,58152,212.199.44.8
2026-07-23 09:49:25,y.oren,download,/Finance/close-2026-07.xlsx,,,46759,212.199.44.8
2026-07-23 10:44:48,a.mizrahi,upload,/Branches/planogram-aug.pdf,,,31235,212.199.44.8
2026-07-23 11:36:50,a.mizrahi,upload,/HR/headcount.xlsx,,,545596,212.199.44.8
2026-07-25 11:08:43,u.regev,view,/Branches/planogram-aug.pdf,,,8000,212.199.44.8
2026-07-26 05:38:07,a.mizrahi,upload,/Marketing/campaign-q3.pptx,,,8000,212.199.44.8
2026-07-26 06:36:21,c.barak,upload,/HR/headcount.xlsx,,,394106,212.199.44.8
2026-07-26 06:41:52,y.oren,view,/HR/headcount.xlsx,,,423178,212.199.44.8
2026-07-26 07:02:52,u.regev,upload,/Branches/planogram-aug.pdf,,,383661,212.199.44.8
2026-07-26 10:33:41,a.mizrahi,view,/Branches/planogram-aug.pdf,,,610949,212.199.44.8
2026-07-26 11:15:23,y.segev,upload,/Logistics/routes.xlsx,,,13761,212.199.44.8
2026-07-26 11:45:13,l.beit,upload,/Logistics/routes.xlsx,,,612107,212.199.44.8
2026-07-26 12:57:09,n.hazan,share_link_create,/HR/headcount.xlsx,internal,2026-08-09,,212.199.44.8
2026-07-26 13:16:24,c.barak,view,/Marketing/campaign-q3.pptx,,,483357,212.199.44.8
2026-07-27 05:58:19,y.oren,view,/HR/headcount.xlsx,,,276775,212.199.44.8
2026-07-27 06:28:06,l.beit,download,/Branches/planogram-aug.pdf,,,236707,212.199.44.8
2026-07-27 06:47:35,a.mizrahi,view,/Procurement/vendor-list.xlsx,,,499616,212.199.44.8
2026-07-27 08:30:21,l.beit,upload,/Procurement/vendor-list.xlsx,,,529552,212.199.44.8
2026-07-27 09:15:41,c.barak,view,/HR/headcount.xlsx,,,176896,212.199.44.8
2026-07-27 10:15:08,y.segev,view,/Marketing/campaign-q3.pptx,,,283579,212.199.44.8
2026-07-27 10:15:49,c.barak,upload,/HR/headcount.xlsx,,,232130,212.199.44.8
2026-07-27 10:42:42,y.segev,upload,/Branches/planogram-aug.pdf,,,58564,212.199.44.8
2026-07-27 11:14:06,a.mizrahi,view,/Procurement/vendor-list.xlsx,,,207911,212.199.44.8
2026-07-27 11:58:55,u.regev,upload,/Marketing/campaign-q3.pptx,,,146391,212.199.44.8
2026-07-27 12:01:12,n.hazan,download,/Procurement/vendor-list.xlsx,,,14853,212.199.44.8
2026-07-28 06:14:01,n.hazan,view,/Branches/planogram-aug.pdf,,,2647977,212.199.44.8
2026-07-28 07:02:38,c.barak,download,/Procurement/vendor-list.xlsx,,,190600,212.199.44.8
2026-07-28 07:20:49,u.regev,view,/Branches/planogram-aug.pdf,,,904476,212.199.44.8
2026-07-28 07:53:46,l.beit,download,/Branches/planogram-aug.pdf,,,456968,212.199.44.8
2026-07-28 08:22:01,r.stern,view,/HR/headcount.xlsx,,,12026,212.199.44.8
2026-07-28 08:55:47,a.mizrahi,download,/Branches/planogram-aug.pdf,,,3499103,212.199.44.8
2026-07-28 09:20:48,y.oren,upload,/Finance/close-2026-07.xlsx,,,269437,212.199.44.8
2026-07-28 09:56:14,y.segev,download,/Logistics/routes.xlsx,,,33628,212.199.44.8
2026-07-28 10:47:42,c.barak,upload,/HR/headcount.xlsx,,,316320,212.199.44.8
2026-07-29 06:05:09,y.segev,download,/Finance/close-2026-07.xlsx,,,543107,212.199.44.8
2026-07-29 06:52:45,a.mizrahi,download,/HR/headcount.xlsx,,,123513,212.199.44.8
2026-07-29 08:22:57,u.regev,view,/Procurement/vendor-list.xlsx,,,8000,212.199.44.8
2026-07-29 09:40:10,a.mizrahi,share_link_create,/Marketing/campaign-q3.pptx,internal,2026-08-28,,212.199.44.8
2026-07-29 10:19:51,l.beit,upload,/HR/headcount.xlsx,,,1718304,212.199.44.8
2026-07-29 10:27:16,y.oren,view,/Finance/close-2026-07.xlsx,,,547423,212.199.44.8
2026-07-29 12:01:07,c.barak,upload,/Branches/planogram-aug.pdf,,,562720,212.199.44.8
2026-07-29 12:05:21,n.hazan,view,/HR/headcount.xlsx,,,60197,212.199.44.8
2026-07-29 12:10:42,c.barak,view,/Marketing/campaign-q3.pptx,,,493404,212.199.44.8
2026-07-30 05:25:49,a.mizrahi,download,/Finance/close-2026-07.xlsx,,,765545,212.199.44.8
2026-07-30 06:48:15,u.regev,download,/HR/headcount.xlsx,,,413871,212.199.44.8
2026-07-30 07:34:13,a.mizrahi,upload,/Procurement/vendor-list.xlsx,,,361085,212.199.44.8
2026-07-30 07:48:35,y.oren,share_link_create,/Marketing/campaign-q3.pptx,internal,2026-08-06,,212.199.44.8
2026-07-30 08:48:19,n.hazan,view,/Finance/close-2026-07.xlsx,,,702927,212.199.44.8
2026-07-30 09:00:42,c.barak,view,/HR/headcount.xlsx,,,73895,212.199.44.8
2026-07-30 09:13:24,l.beit,download,/Marketing/campaign-q3.pptx,,,75522,212.199.44.8
2026-07-30 10:01:05,r.stern,upload,/Logistics/routes.xlsx,,,757747,212.199.44.8
2026-07-30 10:49:25,y.segev,view,/Marketing/campaign-q3.pptx,,,121107,212.199.44.8
2026-07-30 11:59:25,c.barak,view,/Procurement/vendor-list.xlsx,,,323381,212.199.44.8
2026-07-30 12:35:59,l.beit,upload,/Marketing/campaign-q3.pptx,,,126136,212.199.44.8
2026-07-31 10:03:41,n.hazan,view,/Logistics/routes.xlsx,,,123527,212.199.44.8
2026-08-01 12:26:05,c.barak,view,/Marketing/campaign-q3.pptx,,,60715,212.199.44.8
2026-08-01 12:49:34,u.regev,share_link_create,/Logistics/routes.xlsx,internal,2026-08-15,,212.199.44.8
2026-08-02 06:09:17,a.mizrahi,view,/Branches/planogram-aug.pdf,,,536089,212.199.44.8
2026-08-02 06:27:15,c.barak,share_link_create,/Branches/planogram-aug.pdf,internal,2026-08-16,,212.199.44.8
2026-08-02 06:45:15,n.hazan,download,/Finance/close-2026-07.xlsx,,,457708,212.199.44.8
2026-08-02 07:43:14,l.beit,view,/Logistics/routes.xlsx,,,328786,212.199.44.8
2026-08-02 07:46:45,c.barak,upload,/Logistics/routes.xlsx,,,917040,212.199.44.8
2026-08-02 09:34:40,u.regev,download,/Logistics/routes.xlsx,,,1292851,212.199.44.8
2026-08-02 10:40:50,y.segev,view,/HR/headcount.xlsx,,,798490,212.199.44.8
2026-08-02 12:18:04,y.segev,upload,/HR/headcount.xlsx,,,159161,212.199.44.8
2026-08-02 12:56:39,n.hazan,download,/Branches/planogram-aug.pdf,,,232144,212.199.44.8
2026-08-03 06:10:01,u.regev,download,/Finance/close-2026-07.xlsx,,,339797,212.199.44.8
2026-08-03 07:16:12,n.hazan,view,/Branches/planogram-aug.pdf,,,45669,212.199.44.8
2026-08-03 07:17:16,l.beit,view,/HR/headcount.xlsx,,,57462,212.199.44.8
2026-08-03 07:24:53,c.barak,view,/Branches/planogram-aug.pdf,,,58712,212.199.44.8
2026-08-03 07:30:43,y.oren,view,/HR/headcount.xlsx,,,993045,212.199.44.8
2026-08-03 08:11:01,y.segev,download,/Finance/close-2026-07.xlsx,,,561511,212.199.44.8
2026-08-03 09:29:32,l.beit,view,/HR/headcount.xlsx,,,126491,212.199.44.8
2026-08-03 09:48:02,c.barak,upload,/HR/headcount.xlsx,,,1538650,212.199.44.8
2026-08-03 11:30:48,y.segev,download,/Finance/close-2026-07.xlsx,,,429101,212.199.44.8
2026-08-03 12:25:08,a.mizrahi,view,/Marketing/campaign-q3.pptx,,,371395,212.199.44.8
2026-08-04 05:53:16,y.segev,upload,/Procurement/vendor-list.xlsx,,,127705,212.199.44.8
2026-08-04 06:02:47,c.barak,view,/Logistics/routes.xlsx,,,8917,212.199.44.8
